Coords	Name	MIRNA	nvec_1_S25_L001_R1_001_trim_condensed	nvec_2_S26_L001_R1_001_trim_condensed	nvec_3_S34_L001_R1_001_trim_condensed	nvec_4_S35_L001_R1_001_trim_condensed
chr14:5424826-5425306	Cluster_2797	N	171	29	117	78
chr14:5426182-5426658	Cluster_2798	N	123	48	70	36
chr14:5634427-5634845	Cluster_2799	N	0	0	0	297
chr14:5768819-5769233	Cluster_2800	N	37	13	8	14
chr14:5773644-5774136	Cluster_2801	N	150	74	66	30
chr14:5856668-5857083	Cluster_2802	N	4	8	1	39
chr14:6098854-6099272	Cluster_2803	N	4	62	6	0
chr14:6265831-6266246	Cluster_2804	N	7	3	8	16
chr14:7128847-7129263	Cluster_2805	N	4	13	9	32
chr14:7190694-7191116	Cluster_2806	N	30	9	47	26
chr14:7316976-7317393	Cluster_2807	N	6	73	0	2
chr14:7863553-7863968	Cluster_2808	N	0	0	5	33
chr14:7937941-7938374	Cluster_2809	N	48	4	22	22
chr14:7947161-7947652	Cluster_2810	N	47	11	17	8
chr14:8075699-8076116	Cluster_2811	N	0	1	0	100
chr14:8119897-8120314	Cluster_2812	N	33	17	61	273
chr14:8288937-8290515	Cluster_2813	N	481	181	735	455
chr14:8476153-8476566	Cluster_2814	N	3	4	4	22
chr14:8837756-8838171	Cluster_2815	N	22	7	0	1
chr14:9467709-9468126	Cluster_2816	N	16	11	6	63
chr14:9748914-9749333	Cluster_2817	N	12	16	10	0
chr14:9886863-9887283	Cluster_2818	N	405	129	269	21
chr14:10033175-10033589	Cluster_2819	N	0	0	37	0
chr14:10412316-10412869	Cluster_2820	N	176	88	9	95
chr14:10454612-10455029	Cluster_2821	N	20	35	5	0
chr14:10607537-10607952	Cluster_2822	N	4	19	0	99
chr14:10805329-10805748	Cluster_2823	N	26	7	0	1
chr14:10805968-10806394	Cluster_2824	N	33	43	0	3
chr14:10806657-10808229	Cluster_2825	N	163	215	2	11
chr14:10808316-10808735	Cluster_2826	N	23	7	1	1
chr14:10808777-10809612	Cluster_2827	N	86	78	2	5
chr14:10809925-10810530	Cluster_2828	N	85	31	0	3
chr14:10810562-10810990	Cluster_2829	N	46	52	0	3
chr14:10811021-10811448	Cluster_2830	N	28	30	2	3
chr14:10811764-10813993	Cluster_2831	N	255	251	3	18
chr14:10814029-10814457	Cluster_2832	N	54	52	0	4
chr14:10814483-10816057	Cluster_2833	N	146	195	5	22
chr14:10816090-10816791	Cluster_2834	N	58	57	1	5
chr14:10817009-10817897	Cluster_2835	N	55	125	2	8
chr14:10817981-10819733	Cluster_2836	N	165	143	5	17
chr14:10819996-10820882	Cluster_2837	N	119	147	5	15
chr14:10820912-10821340	Cluster_2838	N	40	40	3	6
chr14:10821620-10822047	Cluster_2839	N	43	43	0	4
chr14:10822079-10822507	Cluster_2840	N	53	51	0	4
chr14:10822535-10824108	Cluster_2841	N	134	164	3	19
chr14:10824144-10825256	Cluster_2842	N	91	107	7	12
chr14:10825293-10826669	Cluster_2843	N	101	115	2	21
chr14:10826709-10827363	Cluster_2844	N	58	43	4	10
chr14:10827402-10827830	Cluster_2845	N	42	43	1	3
chr14:10925493-10925907	Cluster_2846	N	0	0	4	34
chr14:11088800-11089217	Cluster_2847	N	149	21	95	13
chr14:11718931-11719334	Cluster_2848	N	11	16	0	1
chr14:11782296-11782714	Cluster_2849	N	0	0	0	212
chr14:11833306-11833722	Cluster_2850	N	9	114	5	0
chr14:12020484-12020900	Cluster_2851	N	0	73	0	0
chr14:12122575-12123046	Cluster_2852	N	1294	1232	156	131
chr14:12141907-12142779	Cluster_2853	N	93	22	18	7
chr14:12165243-12165887	Cluster_2854	N	68	16	14	6
chr14:12199156-12199669	Cluster_2855	N	32	17	9	18
chr14:12202456-12202872	Cluster_2856	N	3	46	5	2
chr14:12203145-12203665	Cluster_2857	N	68	20	16	28
chr14:12251800-12252204	Cluster_2858	N	11	15	5	16
chr14:12457214-12457633	Cluster_2859	N	0	0	533	2
chr14:12699884-12700302	Cluster_2860	N	150	44	11	32
chr14:12827567-12827984	Cluster_2861	N	0	0	0	165
chr14:12909713-12914292	Cluster_2862	N	9000	7262	7605	7033
chr14:12914983-12921342	Cluster_2863	N	6651	9548	9057	9869
chr14:12921815-12922631	Cluster_2864	N	223	226	430	383
chr14:12939287-12939703	Cluster_2865	N	4	10	10	7
chr14:12972119-12972533	Cluster_2866	N	4	21	6	6
chr15:67606-68033	Cluster_2867	N	46	3	6	2
chr15:158259-159656	Cluster_2868	N	1737	1297	2441	2929
chr15:160327-162470	Cluster_2869	N	1784	1974	2194	3072
chr15:162484-166791	Cluster_2870	N	6390	6653	8391	8042
chr15:167446-173919	Cluster_2871	N	11599	62672	27588	44004
chr15:206442-206865	Cluster_2872	N	21	56	48	10
chr15:207819-208233	Cluster_2873	N	0	0	0	32
chr15:210136-210550	Cluster_2874	N	0	0	0	31
chr15:220945-221364	Cluster_2875	N	10	0	24	3
chr15:307233-307650	Cluster_2876	N	26	4	3	4
chr15:713991-714405	Cluster_2877	N	0	0	2	32
chr15:888463-888879	Cluster_2878	N	9	9	4	21
chr15:974813-975285	Cluster_2879	N	2048	1292	128	127
chr15:1091710-1092126	Cluster_2880	N	3	20	8	0
chr15:1256569-1257035	Cluster_2881	N	323	93	71	129
chr15:1306733-1307150	Cluster_2882	N	26	35	63	6
chr15:1515253-1515676	Cluster_2883	N	0	2	46	0
chr15:1525218-1525646	Cluster_2884	N	1	8	38	0
chr15:1527084-1527508	Cluster_2885	N	1	0	33	0
chr15:1529401-1530040	Cluster_2886	N	6	13	85	4
chr15:1531753-1532177	Cluster_2887	N	1	9	67	1
chr15:1534111-1534749	Cluster_2888	N	6	9	74	7
chr15:1536471-1537107	Cluster_2889	N	1	12	76	3
chr15:1547919-1548338	Cluster_2890	N	2	4	35	5
chr15:1551194-1551621	Cluster_2891	N	11	17	74	7
chr15:1900429-1900844	Cluster_2892	N	0	0	0	83
chr15:2023547-2023975	Cluster_2893	N	0	8	31	1
chr15:2034380-2034798	Cluster_2894	N	6	7	3	283
chr15:2117718-2118134	Cluster_2895	N	16	28	73	7
chr15:2162354-2162768	Cluster_2896	N	25	3	6	2
chr15:2468643-2469056	Cluster_2897	N	1	0	29	4
chr15:2614842-2615258	Cluster_2898	N	1	0	23	11
chr15:2657898-2658367	Cluster_2899	N	487	228	17	52
chr15:2727227-2727649	Cluster_2900	N	0	1	36	2
chr15:2743568-2744002	Cluster_2901	N	8	30	74	16
chr15:3012339-3012766	Cluster_2902	N	0	0	131	2
chr15:3035245-3035659	Cluster_2903	N	2	2	0	27
chr15:3061127-3061542	Cluster_2904	N	2	21	3	10
chr15:3128882-3129299	Cluster_2905	N	97	168	15	1
chr15:3211915-3212331	Cluster_2906	N	51	11	0	5
chr15:3329585-3329999	Cluster_2907	N	2	2	0	55
chr15:3554247-3554661	Cluster_2908	N	0	0	1	29
chr15:3778570-3778984	Cluster_2909	N	52	7	0	3
chr15:4010849-4011265	Cluster_2910	N	3	120	4	4
chr15:4062169-4062585	Cluster_2911	N	23	2	37	2
chr15:4089519-4089934	Cluster_2912	N	0	0	67	13
chr15:4498929-4499347	Cluster_2913	N	38	11	3	10
chr15:4577094-4577510	Cluster_2914	N	10	8	7	13
chr15:4589612-4590028	Cluster_2915	N	4	20	0	7
chr15:4608198-4608612	Cluster_2916	N	13	80	0	0
chr15:4730981-4731456	Cluster_2917	N	284	36	203	283
chr15:4737423-4737839	Cluster_2918	N	2	0	1	58
chr15:4875961-4876378	Cluster_2919	N	6	46	23	68
chr15:4992625-4993040	Cluster_2920	N	0	0	32	154
chr15:4996648-4997063	Cluster_2921	N	0	0	58	1
chr15:5024142-5024556	Cluster_2922	N	7	5	0	22
chr15:5061919-5062335	Cluster_2923	N	3	97	0	0
chr15:5132580-5132995	Cluster_2924	N	0	0	0	36
chr15:5413451-5413870	Cluster_2925	N	17	9	12	23
chr15:5606920-5607336	Cluster_2926	N	17	256	0	0
chr15:5610457-5610873	Cluster_2927	N	16	256	0	0
chr15:6118397-6118811	Cluster_2928	N	4	3	1	20
chr15:6199522-6199936	Cluster_2929	N	1	2	5	54
chr15:6349479-6349950	Cluster_2930	N	1187	531	56	129
chr15:6380195-6380679	Cluster_2931	N	8467	5780	925	538
chr15:6457687-6458100	Cluster_2932	N	21	5	1	4
chr15:6800429-6800846	Cluster_2933	N	88	17	33	10
chr15:7168054-7168471	Cluster_2934	N	20	21	12	7
chr15:7238265-7238674	Cluster_2935	N	14	4	4	24
chr15:7264698-7265112	Cluster_2936	N	0	0	0	62
chr15:7373537-7373961	Cluster_2937	N	6	1	9	17
chr15:7379697-7380124	Cluster_2938	N	38	12	7	36
chr15:7444563-7444977	Cluster_2939	N	36	7	1	2
chr15:7453995-7454411	Cluster_2940	N	94	19	0	33
chr15:7493862-7494278	Cluster_2941	N	5	42	0	0
chr15:7670211-7670628	Cluster_2942	N	15	11	3	62
chr15:8114714-8115133	Cluster_2943	N	12	100	30	22
chr15:8188561-8188976	Cluster_2944	N	4	29	10	5
chr15:8213722-8214137	Cluster_2945	N	0	2	80	1
chr15:8231367-8231782	Cluster_2946	N	1	0	0	46
chr15:8234973-8235390	Cluster_2947	N	5	38	7	12
chr15:8345032-8345449	Cluster_2948	N	81	626	334	202
chr15:8372312-8372727	Cluster_2949	N	0	0	10	61
chr15:8469525-8469940	Cluster_2950	N	0	0	0	66
chr15:8508567-8508981	Cluster_2951	N	28	1	0	0
chr15:8648157-8648572	Cluster_2952	N	44	0	0	0
chr15:8960155-8960569	Cluster_2953	N	0	47	3	1
chr15:9033389-9033853	Cluster_2954	N	656	390	94	369
chr15:9200495-9200913	Cluster_2955	N	35	321	87	7
chr15:9214749-9215164	Cluster_2956	N	7	25	1	0
chr15:9252084-9252501	Cluster_2957	N	5	10	34	6
chr15:9376246-9376661	Cluster_2958	N	0	0	0	49
chr15:9423785-9424201	Cluster_2959	N	47	0	6	0
chr15:10249029-10249443	Cluster_2960	N	1	0	0	35
chr15:10735729-10736160	Cluster_2961	N	0	1	14	36
chr15:10739432-10739850	Cluster_2962	N	0	0	2	45
chr15:10770430-10770847	Cluster_2963	N	7	3	6	14
chr15:10799095-10799509	Cluster_2964	N	5	12	9	6
chr15:10887453-10887869	Cluster_2965	N	31	204	3	0
chr15:11057607-11058028	Cluster_2966	N	37	178	53	25
chr15:11075811-11076226	Cluster_2967	N	10	31	1	2
chr15:11255350-11255768	Cluster_2968	N	31	145	36	98
chr15:11332947-11333363	Cluster_2969	N	0	0	79	0
chr15:11446118-11446535	Cluster_2970	N	18	23	0	34
chr15:11552860-11553276	Cluster_2971	N	4	10	0	32
chr15:11655776-11656192	Cluster_2972	N	17	12	1	5
chr15:11760103-11760518	Cluster_2973	N	29	17	0	0
chr15:11801745-11802162	Cluster_2974	N	4	16	40	11
chrUn1:28964-29380	Cluster_2975	N	55	11	0	1
chrUn1:1017874-1018289	Cluster_2976	N	24	1	1	7
chrUn1:1659841-1660256	Cluster_2977	N	6	11	3	28
chrUn1:2228264-2228695	Cluster_2978	N	100	5	2	1
chrUn1:2340929-2341344	Cluster_2979	N	10	6	3	9
chrUn1:2353507-2353922	Cluster_2980	N	9	7	2	10
chrUn2:454252-460717	Cluster_2981	N	38157	20957	17964	17552
chrUn2:461372-469598	Cluster_2982	N	76794	41634	88215	49869
chrUn2:470257-475176	Cluster_2983	N	9095	9585	8806	6051
chrUn2:475835-477343	Cluster_2984	N	6183	5862	3616	5872
chrUn2:478552-482050	Cluster_2985	N	2323	2092	1766	3120
chrUn2:482741-487660	Cluster_2986	N	2794	3002	2988	4185
chrUn2:488352-493270	Cluster_2987	N	2640	3107	3106	4383
chrUn2:493961-498880	Cluster_2988	N	3036	3360	3127	4466
chrUn2:499572-501043	Cluster_2989	N	482	539	1281	808
chrUn2:501662-502743	Cluster_2990	N	4533	14611	9761	15077
chrUn2:505878-510479	Cluster_2991	N	6707	6343	6128	6057
chrUn2:511124-512596	Cluster_2992	N	8913	1397	9481	4237
chrUn2:513218-514264	Cluster_2993	N	16971	8554	16741	15820
chrUn2:516912-521517	Cluster_2994	N	7470	6520	6490	6195
chrUn2:522206-528545	Cluster_2995	N	13853	12766	39751	41162
chrUn2:529137-529795	Cluster_2996	N	154	1382	2156	3313
chrUn2:536188-537585	Cluster_2997	N	1706	1296	2462	2947
chrUn2:538251-544718	Cluster_2998	N	7431	7982	8690	10414
chrUn2:545364-551831	Cluster_2999	N	7453	8084	8732	10453
chrUn3:1527-2605	Cluster_3000	N	1137	745	287	188
chrUn3:3321-5778	Cluster_3001	N	4269	4590	1204	1854
chrUn3:5821-6257	Cluster_3002	N	19	11	31	48
chrUn3:6270-6708	Cluster_3003	N	29	16	53	76
chrUn3:6931-8122	Cluster_3004	N	539	397	230	248
chrUn3:8420-11579	Cluster_3005	N	20312	20038	3945	1826
chrUn3:11674-14138	Cluster_3006	N	1110	994	590	705
chrUn3:14197-15456	Cluster_3007	N	177	181	267	182
chrUn3:15543-15950	Cluster_3008	N	31	29	26	24
chrUn3:17982-18979	Cluster_3009	N	1129	716	278	190
chrUn3:19683-20126	Cluster_3010	N	32	21	22	25
chrUn3:20130-22151	Cluster_3011	N	4233	4568	1203	1798
chrUn3:22195-22630	Cluster_3012	N	26	8	36	42
chrUn3:22644-23082	Cluster_3013	N	34	20	49	72
chrUn3:23301-24496	Cluster_3014	N	547	420	275	256
chrUn3:24776-27953	Cluster_3015	N	20289	20086	3994	1855
chrUn3:28049-30509	Cluster_3016	N	1135	973	581	662
chrUn3:30570-31830	Cluster_3017	N	224	159	281	166
chrUn3:31961-32363	Cluster_3018	N	34	26	22	25
chrUn3:34278-35353	Cluster_3019	N	1129	714	276	197
chrUn3:101416-101831	Cluster_3020	N	0	0	3	38
chrUn3:117542-117957	Cluster_3021	N	85	90	54	11
chrUn3:165281-165698	Cluster_3022	N	0	0	8	100
chrUn3:256783-257199	Cluster_3023	N	0	0	11	158
chrUn3:321102-321518	Cluster_3024	N	22	3	5	33
chrUn3:324951-325367	Cluster_3025	N	0	0	34	4
chrUn3:369987-370401	Cluster_3026	N	0	0	1	40
chrUn4:141188-142118	Cluster_3027	N	505	889	669	1587
chrUn4:142762-149227	Cluster_3028	N	7395	8304	8242	10134
chrUn4:149873-157670	Cluster_3029	N	15724	17324	9533	11355
chrUn4:158332-164720	Cluster_3030	N	6487	6898	6686	8285
chrUn4:165445-171911	Cluster_3031	N	7771	7704	7692	8861
chrUn5:89464-89891	Cluster_3032	N	92	5	4	10
chrUn9:25415-26067	Cluster_3033	N	4	3	10	183
chrUn9:27131-27544	Cluster_3034	N	7	56	5	2
chrUn9:27647-28060	Cluster_3035	N	0	3	7	31
chrUn9:43659-44078	Cluster_3036	N	3	33	30	1
chrUn9:46485-46902	Cluster_3037	N	18	40	6	16
chrUn9:48273-48947	Cluster_3038	N	165	162	58	74
chrUn9:49758-50171	Cluster_3039	N	12	0	7	43
chrUn11:35635-42106	Cluster_3040	N	14223	9780	9425	11817
chrUn11:42763-49230	Cluster_3041	N	8242	7962	8035	9330
chrUn11:49880-51945	Cluster_3042	N	1447	614	3155	4462
