"","GO.ID","Term","Annotated","Significant","Expected","Fisher","Protein_ID","ontology","Swiss.Prot_Hit","SP_E.value","Swiss.Prot_Description","Trembl_Hit","TB_E.value","Trembl_Description","NCBI_hit","nr_E.value","NCBI_Description","GO_Swiss.Prot","GO_Trembl"
"1636","GO:0070245","positive regulation of thymocyte apoptotic process",3,1,0.05,0.04437,"evm.model.Ap14.1071","Biological Processes","sp|P78325|ADAM8_HUMAN",5.69e-61,"Disintegrin and metalloproteinase domain-containing protein 8 OS=Homo sapiens GN=ADAM8 PE=1 SV=2","tr|A0A2B4RAW4|A0A2B4RAW4_STYPI",0,"Disintegrin and metalloproteinase domain-containing protein 9 OS=Stylophora pistillata GN=ADAM9 PE=4 SV=1","ref|XP_020625482.1|",0,"uncharacterized protein LOC110062877 [Orbicella faveolata]","GO:0071133; GO:0009986; GO:0005737; GO:0032127; GO:0101003; GO:0005887; GO:0032010; GO:0005886; GO:0002102; GO:0042581; GO:0035579; GO:0070820; GO:0070821; GO:0005509; GO:0050839; GO:0004222; GO:0008237; GO:0043621; GO:0004252; GO:0008270; GO:0001525; GO:0000902; GO:0098609; GO:0071456; GO:0022617; GO:0006954; GO:0002523; GO:0048247; GO:0043524; GO:0043312; GO:0002675; GO:0045780; GO:0045785; GO:2000418; GO:2000415; GO:0045089; GO:0043406; GO:0051044; GO:2000391; GO:0051092; GO:0051897; GO:0010954; GO:0050714; GO:0033089; GO:0070245; GO:2000309; GO:0022407","GO:0005576; GO:0016021; GO:0046872; GO:0004222; GO:0007229"
"1637","GO:0071000","response to magnetism",3,1,0.05,0.04437,"evm.model.Ap2.3788","Biological Processes","sp|P39447|ZO1_MOUSE",2.27e-121,"Tight junction protein ZO-1 OS=Mus musculus GN=Tjp1 PE=1 SV=2","tr|A0A2B4RRX7|A0A2B4RRX7_STYPI",0,"Tight junction protein ZO-1 OS=Stylophora pistillata GN=TJP1 PE=4 SV=1","ref|XP_020608484.1|",0,"tight junction protein ZO-1-like isoform X1 [Orbicella faveolata]","GO:0005912; GO:0043296; GO:0045177; GO:0016324; GO:0016327; GO:0016323; GO:0005923; GO:0030054; GO:0009986; GO:0005913; GO:0005911; GO:0005737; GO:0005829; GO:0005921; GO:0031674; GO:0014704; GO:0046581; GO:0016020; GO:0005634; GO:0070160; GO:0005886; GO:0043234; GO:0045296; GO:0005516; GO:0071253; GO:0008022; GO:0019904; GO:0001825; GO:0071333; GO:0090557; GO:0043116; GO:0045471; GO:0032496; GO:0071000; GO:0007605","GO:0005923; GO:0042981"
"1638","GO:1905000","regulation of membrane repolarization during atrial...",3,1,0.05,0.04437,"evm.model.Ap10.118","Biological Processes","sp|Q8BTM8|FLNA_MOUSE",0,"Filamin-A OS=Mus musculus GN=Flna PE=1 SV=5","tr|A0A2B4S6V6|A0A2B4S6V6_STYPI",0,"Filamin-A OS=Stylophora pistillata GN=Flna PE=4 SV=1","ref|XP_020621881.1|",0,"filamin-A-like isoform X4 [Orbicella faveolata]","GO:0015629; GO:0032432; GO:0005903; GO:0005938; GO:0005911; GO:0005737; GO:0005829; GO:0031012; GO:0030426; GO:0031523; GO:0005730; GO:0005634; GO:0005886; GO:0005802; GO:0030018; GO:0003779; GO:0051015; GO:0045296; GO:0034988; GO:0001664; GO:0051020; GO:0044325; GO:0019900; GO:0015459; GO:0042803; GO:0005080; GO:0048365; GO:0017160; GO:0017048; GO:0004871; GO:0031267; GO:0008134; GO:0051764; GO:0030036; GO:0031532; GO:0007195; GO:0001525; GO:0001974; GO:0045216; GO:0060271; GO:0051220; GO:0045022; GO:0001837; GO:0045184; GO:0003007; GO:0090307; GO:0043066; GO:0043433; GO:0010977; GO:0042177; GO:0016479; GO:0043123; GO:2001046; GO:1901381; GO:1900026; GO:0042993; GO:0034394; GO:0072659; GO:0050821; GO:0043113; GO:0032231; GO:0030334; GO:1905000; GO:1905031; GO:0071526; GO:0044319","GO:0003779"
"1639","GO:0070828","heterochromatin organization",3,1,0.05,0.04437,"evm.model.Ap2.1426","Biological Processes","sp|Q5RFQ6|LOXL2_PONAB",8.48e-163,"Lysyl oxidase homolog 2 OS=Pongo abelii GN=LOXL2 PE=2 SV=1","tr|A0A2B4SLM2|A0A2B4SLM2_STYPI",0,"Lysyl oxidase-like 2 OS=Stylophora pistillata GN=Loxl2 PE=4 SV=1","gb|PFX29780.1|",0,"Lysyl oxidase-like 2 [Stylophora pistillata]","GO:0005604; GO:0000785; GO:0005783; GO:0005615; GO:0016020; GO:0005634; GO:0005507; GO:0070492; GO:0004720; GO:0005044; GO:0006464; GO:0030199; GO:0016569; GO:0043542; GO:0001935; GO:0001837; GO:0070828; GO:1902455; GO:0000122; GO:0045892; GO:0018057; GO:0032332; GO:0010718; GO:0046688; GO:0001666; GO:0002040; GO:0006351","GO:0016020; GO:0005507; GO:0016641; GO:0005044"
"1640","GO:0070562","regulation of vitamin D receptor signaling pathway",3,1,0.05,0.04437,"evm.model.Ap13.799","Biological Processes","sp|Q5R7R9|SNW1_PONAB",3.47e-169,"SNW domain-containing protein 1 OS=Pongo abelii GN=SNW1 PE=2 SV=1","tr|A0A2B4SGU6|A0A2B4SGU6_STYPI",0,"SNW domain-containing protein 1 OS=Stylophora pistillata GN=SNW1 PE=4 SV=1","gb|PFX27665.1|",0,"SNW domain-containing protein 1 [Stylophora pistillata]","GO:0016363; GO:0005681; GO:0035257; GO:0042974; GO:0046332; GO:0003713; GO:0003714; GO:0042809; GO:0042771; GO:0000398; GO:0000122; GO:0051571; GO:0048026; GO:0050769; GO:0045944; GO:0030511; GO:0048385; GO:0070562; GO:0048384; GO:0006351","GO:0005681; GO:0000398"
"1641","GO:1904932","negative regulation of cartilage condensation",3,1,0.05,0.04437,"evm.model.Ap1.3412","Biological Processes","sp|Q90611|MMP2_CHICK",1.77e-21,"72 kDa type IV collagenase OS=Gallus gallus GN=MMP2 PE=1 SV=1","tr|A0A2B4SBX8|A0A2B4SBX8_STYPI",7.28e-163,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene9410 PE=4 SV=1","ref|XP_020630164.1|",0,"leucine-rich repeat extensin-like protein 3, partial [Orbicella faveolata]","GO:0005604; GO:0005623; GO:0031012; GO:0005615; GO:0005739; GO:0005886; GO:0030017; GO:0004222; GO:0008270; GO:0001955; GO:0060346; GO:0071230; GO:1990314; GO:0030574; GO:0035987; GO:0060325; GO:0001957; GO:1904932; GO:0061037; GO:0051895; GO:0001933; GO:0045089; GO:1904707; GO:0043408; GO:0001666","GO:0046556; GO:0046373"
"1642","GO:2000309","positive regulation of tumor necrosis factor (ligan...",3,1,0.05,0.04437,"evm.model.Ap14.1071","Biological Processes","sp|P78325|ADAM8_HUMAN",5.69e-61,"Disintegrin and metalloproteinase domain-containing protein 8 OS=Homo sapiens GN=ADAM8 PE=1 SV=2","tr|A0A2B4RAW4|A0A2B4RAW4_STYPI",0,"Disintegrin and metalloproteinase domain-containing protein 9 OS=Stylophora pistillata GN=ADAM9 PE=4 SV=1","ref|XP_020625482.1|",0,"uncharacterized protein LOC110062877 [Orbicella faveolata]","GO:0071133; GO:0009986; GO:0005737; GO:0032127; GO:0101003; GO:0005887; GO:0032010; GO:0005886; GO:0002102; GO:0042581; GO:0035579; GO:0070820; GO:0070821; GO:0005509; GO:0050839; GO:0004222; GO:0008237; GO:0043621; GO:0004252; GO:0008270; GO:0001525; GO:0000902; GO:0098609; GO:0071456; GO:0022617; GO:0006954; GO:0002523; GO:0048247; GO:0043524; GO:0043312; GO:0002675; GO:0045780; GO:0045785; GO:2000418; GO:2000415; GO:0045089; GO:0043406; GO:0051044; GO:2000391; GO:0051092; GO:0051897; GO:0010954; GO:0050714; GO:0033089; GO:0070245; GO:2000309; GO:0022407","GO:0005576; GO:0016021; GO:0046872; GO:0004222; GO:0007229"
"1643","GO:2000415","positive regulation of fibronectin-dependent thymoc...",3,1,0.05,0.04437,"evm.model.Ap14.1071","Biological Processes","sp|P78325|ADAM8_HUMAN",5.69e-61,"Disintegrin and metalloproteinase domain-containing protein 8 OS=Homo sapiens GN=ADAM8 PE=1 SV=2","tr|A0A2B4RAW4|A0A2B4RAW4_STYPI",0,"Disintegrin and metalloproteinase domain-containing protein 9 OS=Stylophora pistillata GN=ADAM9 PE=4 SV=1","ref|XP_020625482.1|",0,"uncharacterized protein LOC110062877 [Orbicella faveolata]","GO:0071133; GO:0009986; GO:0005737; GO:0032127; GO:0101003; GO:0005887; GO:0032010; GO:0005886; GO:0002102; GO:0042581; GO:0035579; GO:0070820; GO:0070821; GO:0005509; GO:0050839; GO:0004222; GO:0008237; GO:0043621; GO:0004252; GO:0008270; GO:0001525; GO:0000902; GO:0098609; GO:0071456; GO:0022617; GO:0006954; GO:0002523; GO:0048247; GO:0043524; GO:0043312; GO:0002675; GO:0045780; GO:0045785; GO:2000418; GO:2000415; GO:0045089; GO:0043406; GO:0051044; GO:2000391; GO:0051092; GO:0051897; GO:0010954; GO:0050714; GO:0033089; GO:0070245; GO:2000309; GO:0022407","GO:0005576; GO:0016021; GO:0046872; GO:0004222; GO:0007229"
"1644","GO:0010811","positive regulation of cell-substrate adhesion",108,5,1.62,0.04486,"evm.model.Ap10.118","Biological Processes","sp|Q8BTM8|FLNA_MOUSE",0,"Filamin-A OS=Mus musculus GN=Flna PE=1 SV=5","tr|A0A2B4S6V6|A0A2B4S6V6_STYPI",0,"Filamin-A OS=Stylophora pistillata GN=Flna PE=4 SV=1","ref|XP_020621881.1|",0,"filamin-A-like isoform X4 [Orbicella faveolata]","GO:0015629; GO:0032432; GO:0005903; GO:0005938; GO:0005911; GO:0005737; GO:0005829; GO:0031012; GO:0030426; GO:0031523; GO:0005730; GO:0005634; GO:0005886; GO:0005802; GO:0030018; GO:0003779; GO:0051015; GO:0045296; GO:0034988; GO:0001664; GO:0051020; GO:0044325; GO:0019900; GO:0015459; GO:0042803; GO:0005080; GO:0048365; GO:0017160; GO:0017048; GO:0004871; GO:0031267; GO:0008134; GO:0051764; GO:0030036; GO:0031532; GO:0007195; GO:0001525; GO:0001974; GO:0045216; GO:0060271; GO:0051220; GO:0045022; GO:0001837; GO:0045184; GO:0003007; GO:0090307; GO:0043066; GO:0043433; GO:0010977; GO:0042177; GO:0016479; GO:0043123; GO:2001046; GO:1901381; GO:1900026; GO:0042993; GO:0034394; GO:0072659; GO:0050821; GO:0043113; GO:0032231; GO:0030334; GO:1905000; GO:1905031; GO:0071526; GO:0044319","GO:0003779"
"1645","GO:0010811","positive regulation of cell-substrate adhesion",108,5,1.62,0.04486,"evm.model.Ap12.2121","Biological Processes","sp|O43854|EDIL3_HUMAN",5.98e-45,"EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Homo sapiens GN=EDIL3 PE=1 SV=1","tr|A0A2B4SSD8|A0A2B4SSD8_STYPI",1.93e-121,"Hemicentin-1 OS=Stylophora pistillata GN=HMCN1 PE=4 SV=1","ref|XP_020605704.1|",0,"uncharacterized protein LOC110044490 [Orbicella faveolata]","GO:0070062; GO:0031012; GO:1903561; GO:0005509; GO:0005178; GO:0007155; GO:0007275; GO:0010811",""
"1646","GO:0010811","positive regulation of cell-substrate adhesion",108,5,1.62,0.04486,"evm.model.Ap14.380","Biological Processes","sp|O43854|EDIL3_HUMAN",3.02e-52,"EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Homo sapiens GN=EDIL3 PE=1 SV=1","tr|A0A2B4SJA6|A0A2B4SJA6_STYPI",0,"Lactadherin OS=Stylophora pistillata GN=MFGE8 PE=4 SV=1","gb|PFX30764.1|",0,"Lactadherin [Stylophora pistillata]","GO:0070062; GO:0031012; GO:1903561; GO:0005509; GO:0005178; GO:0007155; GO:0007275; GO:0010811",""
"1647","GO:0010811","positive regulation of cell-substrate adhesion",108,5,1.62,0.04486,"evm.model.Ap4.1366","Biological Processes","sp|O35474|EDIL3_MOUSE",5.74e-57,"EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Mus musculus GN=Edil3 PE=1 SV=2","tr|A0A2B4RCW4|A0A2B4RCW4_STYPI",0,"EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Stylophora pistillata GN=Edil3 PE=4 SV=1","gb|PFX14330.1|",0,"EGF-like repeat and discoidin I-like domain-containing protein 3 [Stylophora pistillata]","GO:0031012; GO:0005509; GO:0005178; GO:0007155; GO:0007275; GO:0010811",""
"1648","GO:0010811","positive regulation of cell-substrate adhesion",108,5,1.62,0.04486,"evm.model.Ap4.1367","Biological Processes","sp|O35474|EDIL3_MOUSE",4.5e-49,"EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Mus musculus GN=Edil3 PE=1 SV=2","tr|A0A2B4SD92|A0A2B4SD92_STYPI",1.58e-130,"Neurogenic locus notch-like protein 1 OS=Stylophora pistillata GN=NOTCH1 PE=4 SV=1","ref|XP_020618010.1|",4.23e-165,"uncharacterized protein LOC110055922 [Orbicella faveolata]","GO:0031012; GO:0005509; GO:0005178; GO:0007155; GO:0007275; GO:0010811","GO:0005509"
"1649","GO:0000165","MAPK cascade",980,18,14.71,0.04488,"evm.model.Ap1.3412","Biological Processes","sp|Q90611|MMP2_CHICK",1.77e-21,"72 kDa type IV collagenase OS=Gallus gallus GN=MMP2 PE=1 SV=1","tr|A0A2B4SBX8|A0A2B4SBX8_STYPI",7.28e-163,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene9410 PE=4 SV=1","ref|XP_020630164.1|",0,"leucine-rich repeat extensin-like protein 3, partial [Orbicella faveolata]","GO:0005604; GO:0005623; GO:0031012; GO:0005615; GO:0005739; GO:0005886; GO:0030017; GO:0004222; GO:0008270; GO:0001955; GO:0060346; GO:0071230; GO:1990314; GO:0030574; GO:0035987; GO:0060325; GO:0001957; GO:1904932; GO:0061037; GO:0051895; GO:0001933; GO:0045089; GO:1904707; GO:0043408; GO:0001666","GO:0046556; GO:0046373"
"1650","GO:0000165","MAPK cascade",980,18,14.71,0.04488,"evm.model.Ap10.1481","Biological Processes","sp|Q9Y5X5|NPFF2_HUMAN",3.22e-39,"Neuropeptide FF receptor 2 OS=Homo sapiens GN=NPFFR2 PE=1 SV=2","tr|A0A2B4RSD1|A0A2B4RSD1_STYPI",0,"Neuropeptide FF receptor 2 OS=Stylophora pistillata GN=NPFFR2 PE=4 SV=1","ref|XP_020622913.1|",0,"galanin receptor type 1-like [Orbicella faveolata]","GO:0015629; GO:0005887; GO:0005886; GO:0004930; GO:0008188; GO:0031628; GO:0042277; GO:0032870; GO:0009582; GO:0007186; GO:0045761; GO:2000479; GO:0043408; GO:1901652","GO:0016021; GO:0004930"
"1651","GO:0000165","MAPK cascade",980,18,14.71,0.04488,"evm.model.Ap10.80","Biological Processes","sp|D3Z902|FBXW7_RAT",1.09e-81,"F-box/WD repeat-containing protein 7 OS=Rattus norvegicus GN=Fbxw7 PE=1 SV=2","tr|A0A2B4T030|A0A2B4T030_STYPI",0,"F-box/WD repeat-containing protein 7 OS=Stylophora pistillata GN=FBXW7 PE=4 SV=1","gb|PFX34916.1|",0,"F-box/WD repeat-containing protein 7-like [Stylophora pistillata]","GO:0005737; GO:0005783; GO:0005794; GO:0005739; GO:0005730; GO:0005654; GO:0005634; GO:1990452; GO:0048471; GO:0043234; GO:0019005; GO:0030332; GO:0003700; GO:0042802; GO:0050816; GO:0030674; GO:0031625; GO:0097027; GO:0004842; GO:0006974; GO:0034644; GO:0030324; GO:0032876; GO:1903026; GO:0007219; GO:0045741; GO:0070374; GO:1903378; GO:1901800; GO:1903955; GO:0031398; GO:2000060; GO:0051443; GO:0043161; GO:0031648; GO:0050821; GO:0016567; GO:1903146; GO:0090049; GO:0031146; GO:0007062; GO:0001570",""
"1652","GO:0000165","MAPK cascade",980,18,14.71,0.04488,"evm.model.Ap12.2487","Biological Processes","sp|B6CJY4|TRAF6_CERAT",1.06e-41,"TNF receptor-associated factor 6 OS=Cercocebus atys GN=TRAF6 PE=2 SV=1","tr|A0A2B4RE08|A0A2B4RE08_STYPI",4.59e-110,"TNF receptor-associated factor 6 OS=Stylophora pistillata GN=TRAF6 PE=4 SV=1","ref|XP_020620402.1|",3.45e-114,"TNF receptor-associated factor 6-like [Orbicella faveolata]","GO:0035631; GO:0005938; GO:0009898; GO:0005829; GO:0005811; GO:0005634; GO:0048471; GO:0043234; GO:0042826; GO:0042802; GO:0031435; GO:0043422; GO:0047485; GO:0031996; GO:0005164; GO:0031624; GO:0061630; GO:0031625; GO:0004842; GO:0008270; GO:0007250; GO:0019886; GO:0045453; GO:0048468; GO:0006974; GO:0071222; GO:0007249; GO:0070498; GO:0043011; GO:0000122; GO:0001843; GO:0042475; GO:0001503; GO:0030316; GO:0043123; GO:0045084; GO:0032743; GO:0045410; GO:0043507; GO:0031666; GO:0051092; GO:0045672; GO:0002726; GO:0042102; GO:0045944; GO:2000679; GO:0051865; GO:0070534; GO:0042981; GO:0051023; GO:0050852; GO:0042088","GO:0008270; GO:0042981; GO:0007165"
"1653","GO:0000165","MAPK cascade",980,18,14.71,0.04488,"evm.model.Ap12.2496","Biological Processes","sp|Q60855|RIPK1_MOUSE",1.04e-06,"Receptor-interacting serine/threonine-protein kinase 1 OS=Mus musculus GN=Ripk1 PE=1 SV=1","tr|A0A2B4R455|A0A2B4R455_STYPI",8.54e-18,"Slit-like 1 protein OS=Stylophora pistillata GN=slt-1 PE=4 SV=1","ref|XP_020620775.1|",6.71e-53,"uncharacterized protein LOC110058465 [Orbicella faveolata]","GO:0005829; GO:0031264; GO:0045121; GO:0005739; GO:0043235; GO:0097342; GO:0005524; GO:0070513; GO:0005123; GO:0042802; GO:0032403; GO:0004672; GO:0004674; GO:0004871; GO:0031625; GO:0007257; GO:1990000; GO:0006915; GO:0044257; GO:0071363; GO:0071356; GO:0097191; GO:0070266; GO:0097527; GO:2001237; GO:2001240; GO:0043124; GO:0036289; GO:0043065; GO:2001238; GO:1905206; GO:0043123; GO:0032757; GO:0046330; GO:0045651; GO:0043410; GO:0060545; GO:0010940; GO:0051092; GO:0042327; GO:0043068; GO:0001934; GO:0045944; GO:0032760; GO:0046777; GO:0051291; GO:0051260; GO:0070926; GO:2000377; GO:0034612; GO:0097343; GO:1901026; GO:0070231; GO:0016032","GO:0005509"
"1654","GO:0000165","MAPK cascade",980,18,14.71,0.04488,"evm.model.Ap13.242.1.5f15dc65","Biological Processes","sp|P27448|MARK3_HUMAN",0,"MAP/microtubule affinity-regulating kinase 3 OS=Homo sapiens GN=MARK3 PE=1 SV=4","tr|A0A2B4SF42|A0A2B4SF42_STYPI",0,"MAP/microtubule affinity-regulating kinase 3 OS=Stylophora pistillata GN=Mark3 PE=4 SV=1","ref|XP_022787177.1|",0,"MAP/microtubule affinity-regulating kinase 3-like isoform X5 [Stylophora pistillata]","GO:0005829; GO:0070062; GO:0005886; GO:0005524; GO:0004674; GO:0030010; GO:0000165; GO:0000226; GO:0035331","GO:0005524; GO:0004674; GO:0030010; GO:0000226"
"1655","GO:0000165","MAPK cascade",980,18,14.71,0.04488,"evm.model.Ap13.242.3.5f15dc66","Biological Processes","sp|P27448|MARK3_HUMAN",0,"MAP/microtubule affinity-regulating kinase 3 OS=Homo sapiens GN=MARK3 PE=1 SV=4","tr|A0A2B4SF42|A0A2B4SF42_STYPI",0,"MAP/microtubule affinity-regulating kinase 3 OS=Stylophora pistillata GN=Mark3 PE=4 SV=1","ref|XP_022787177.1|",0,"MAP/microtubule affinity-regulating kinase 3-like isoform X5 [Stylophora pistillata]","GO:0005829; GO:0070062; GO:0005886; GO:0005524; GO:0004674; GO:0030010; GO:0000165; GO:0000226; GO:0035331","GO:0005524; GO:0004674; GO:0030010; GO:0000226"
"1656","GO:0000165","MAPK cascade",980,18,14.71,0.04488,"evm.model.Ap14.1071","Biological Processes","sp|P78325|ADAM8_HUMAN",5.69e-61,"Disintegrin and metalloproteinase domain-containing protein 8 OS=Homo sapiens GN=ADAM8 PE=1 SV=2","tr|A0A2B4RAW4|A0A2B4RAW4_STYPI",0,"Disintegrin and metalloproteinase domain-containing protein 9 OS=Stylophora pistillata GN=ADAM9 PE=4 SV=1","ref|XP_020625482.1|",0,"uncharacterized protein LOC110062877 [Orbicella faveolata]","GO:0071133; GO:0009986; GO:0005737; GO:0032127; GO:0101003; GO:0005887; GO:0032010; GO:0005886; GO:0002102; GO:0042581; GO:0035579; GO:0070820; GO:0070821; GO:0005509; GO:0050839; GO:0004222; GO:0008237; GO:0043621; GO:0004252; GO:0008270; GO:0001525; GO:0000902; GO:0098609; GO:0071456; GO:0022617; GO:0006954; GO:0002523; GO:0048247; GO:0043524; GO:0043312; GO:0002675; GO:0045780; GO:0045785; GO:2000418; GO:2000415; GO:0045089; GO:0043406; GO:0051044; GO:2000391; GO:0051092; GO:0051897; GO:0010954; GO:0050714; GO:0033089; GO:0070245; GO:2000309; GO:0022407","GO:0005576; GO:0016021; GO:0046872; GO:0004222; GO:0007229"
"1657","GO:0000165","MAPK cascade",980,18,14.71,0.04488,"evm.model.Ap14.1351","Biological Processes","sp|P0DMM9|ST1A3_HUMAN",2.19e-58,"Sulfotransferase 1A3 OS=Homo sapiens GN=SULT1A3 PE=1 SV=1","tr|A0A2B4RI41|A0A2B4RI41_STYPI",4.64e-92,"Zinc transporter ZIP13 OS=Stylophora pistillata GN=SLC39A13 PE=4 SV=1","ref|XP_020625914.1|",4.91e-166,"sulfotransferase 1C2A-like isoform X1 [Orbicella faveolata]","GO:0005829; GO:0047685; GO:0004062; GO:0043199; GO:0008146; GO:0050427; GO:0097720; GO:1903351; GO:0042420; GO:0007212; GO:0070371; GO:0006068; GO:0009812; GO:0036498; GO:1901215; GO:0098989; GO:0008202; GO:0051923; GO:0006805","GO:0016021; GO:0046873; GO:0008146"
"1658","GO:0000165","MAPK cascade",980,18,14.71,0.04488,"evm.model.Ap2.1275","Biological Processes","sp|P07949|RET_HUMAN",6.01e-58,"Proto-oncogene tyrosine-protein kinase receptor Ret OS=Homo sapiens GN=RET PE=1 SV=3","tr|A0A2B4RXR4|A0A2B4RXR4_STYPI",0,"Fibroblast growth factor receptor 3 OS=Stylophora pistillata GN=FGFR3 PE=4 SV=1","ref|XP_020628115.1|",0,"platelet-derived growth factor receptor alpha-like [Orbicella faveolata]","GO:0030424; GO:0005829; GO:0030425; GO:0005769; GO:0010008; GO:0005887; GO:0043231; GO:0045121; GO:0043025; GO:0005886; GO:0098797; GO:0043235; GO:0005524; GO:0005509; GO:0004713; GO:0005088; GO:0004872; GO:0004714; GO:0006919; GO:0007411; GO:0071300; GO:0001838; GO:0048484; GO:0007156; GO:0060384; GO:0097021; GO:0000165; GO:0033619; GO:0001755; GO:0007158; GO:0042551; GO:0061146; GO:0033630; GO:0030335; GO:0045793; GO:2001241; GO:0072300; GO:0014042; GO:0010976; GO:0033141; GO:0045893; GO:0007497; GO:0006468; GO:0050770; GO:0030155; GO:0042493; GO:0048265; GO:0060041; GO:0007165; GO:0007169; GO:0035799; GO:0001657","GO:0016021; GO:0005524; GO:0004713"
"1659","GO:0000165","MAPK cascade",980,18,14.71,0.04488,"evm.model.Ap4.403","Biological Processes","sp|Q9Y6N7|ROBO1_HUMAN",5.36e-31,"Roundabout homolog 1 OS=Homo sapiens GN=ROBO1 PE=1 SV=1","tr|A0A2B4RAH4|A0A2B4RAH4_STYPI",0,"Ryncolin-2 OS=Stylophora pistillata GN=Ryncolin-2 PE=4 SV=1","ref|XP_020622046.1|",0,"peroxidasin homolog [Orbicella faveolata]","GO:0030424; GO:0009986; GO:0005737; GO:0005887; GO:0005886; GO:0008046; GO:0042802; GO:0030275; GO:0006919; GO:0007411; GO:0016199; GO:0007155; GO:0002042; GO:0021836; GO:0007507; GO:0007156; GO:0030336; GO:0070100; GO:0033600; GO:0050925; GO:0007399; GO:0050772; GO:0043406; GO:0035025; GO:1900748; GO:0035385","GO:0016021"
"1660","GO:0000165","MAPK cascade",980,18,14.71,0.04488,"evm.model.Ap5.1027","Biological Processes","sp|Q58A65|JIP4_MOUSE",0,"C-Jun-amino-terminal kinase-interacting protein 4 OS=Mus musculus GN=Spag9 PE=1 SV=2","tr|A0A2B4T0X6|A0A2B4T0X6_STYPI",0,"JNK-interacting protein OS=Stylophora pistillata GN=unc-16 PE=4 SV=1","ref|XP_020631979.1|",0,"C-Jun-amino-terminal kinase-interacting protein 4-like [Orbicella faveolata]","GO:0005737; GO:0005829; GO:0005815; GO:0048471; GO:0008432; GO:0019894; GO:0005078; GO:0048273; GO:0030159; GO:0007257; GO:0000187; GO:0090074; GO:0030335; GO:0043410; GO:0045666; GO:0051260; GO:0042147; GO:0051146; GO:0016192",""
"1661","GO:0000165","MAPK cascade",980,18,14.71,0.04488,"evm.model.Ap5.1729","Biological Processes","sp|Q04721|NOTC2_HUMAN",3.12e-80,"Neurogenic locus notch homolog protein 2 OS=Homo sapiens GN=NOTCH2 PE=1 SV=3","tr|A0A2B4RE77|A0A2B4RE77_STYPI",0,"Neurogenic locus notch-like protein 2 (Fragment) OS=Stylophora pistillata GN=NOTCH2 PE=4 SV=1","gb|PFX16674.1|",0,"Neurogenic locus notch-like protein 2, partial [Stylophora pistillata]","GO:0009986; GO:0005789; GO:0005576; GO:0000139; GO:0005887; GO:0016020; GO:0005654; GO:0005634; GO:0005886; GO:0043235; GO:0005509; GO:0004872; GO:0038049; GO:0009887; GO:0006915; GO:0060413; GO:0046849; GO:0007050; GO:0001709; GO:0030097; GO:0002315; GO:0007275; GO:0043066; GO:0010629; GO:0045967; GO:0007399; GO:0061314; GO:0007219; GO:0070374; GO:0046579; GO:0003184; GO:0050793; GO:0006355; GO:0019827; GO:0006367","GO:0005509"
"1662","GO:0000165","MAPK cascade",980,18,14.71,0.04488,"evm.model.Ap6.658","Biological Processes","sp|Q07496|EPHA4_CHICK",0,"Ephrin type-A receptor 4 OS=Gallus gallus GN=EPHA4 PE=1 SV=2","tr|A0A2B4RGW2|A0A2B4RGW2_STYPI",0,"Ephrin type-A receptor 4 OS=Stylophora pistillata GN=EPHA4 PE=4 SV=1","ref|XP_020600981.1|",0,"ephrin type-A receptor 4-like [Orbicella faveolata]","GO:0030424; GO:0005737; GO:0030425; GO:0031901; GO:0005887; GO:0005886; GO:0005524; GO:0097161; GO:0005004; GO:0042802; GO:0042731; GO:0004672; GO:1990782; GO:0005005; GO:0007628; GO:0007155; GO:1904646; GO:0021957; GO:0097156; GO:0097155; GO:0008045; GO:0048681; GO:1900272; GO:1903051; GO:0072178; GO:0018108; GO:1902004; GO:1902961; GO:0043507; GO:0061098; GO:2001108; GO:0046777; GO:0050821; GO:0048710; GO:0050770; GO:0061001; GO:0043087; GO:1905244; GO:0035282; GO:0001756","GO:0005887; GO:0005524; GO:0005003"
