Coords	Name	MIRNA	tapoc_2_S31_L001_R1_001_condensed	tapoc_3_S32_L001_R1_001_condensed	tapoc_4_S33_L001_R1_001_condensed
Ap1:3716008-3716420	Cluster_2913	N	4	4	19
Ap1:3893272-3893682	Cluster_2914	N	0	7	12
Ap1:3915007-3915419	Cluster_2915	N	3	9	8
Ap1:3943996-3944414	Cluster_2916	N	52	206	116
Ap1:3973340-3973756	Cluster_2917	N	9	22	20
Ap1:4016407-4016821	Cluster_2918	N	2	10	11
Ap1:4156653-4157069	Cluster_2919	N	22	38	14
Ap1:4549755-4550173	Cluster_2920	N	4	14	10
Ap1:4833990-4834404	Cluster_2921	N	3	10	15
Ap1:4836401-4836817	Cluster_2922	N	16	4	1
Ap1:4896067-4896485	Cluster_2923	N	1	8	13
Ap1:5009794-5010210	Cluster_2924	N	10	10	20
Ap1:5101684-5102098	Cluster_2925	N	0	7	17
Ap1:5102657-5103073	Cluster_2926	N	1	31	99
Ap1:5228356-5228770	Cluster_2927	N	3	0	26
Ap1:5810307-5810718	Cluster_2928	N	1	22	12
Ap1:5902542-5902962	Cluster_2929	N	9	45	39
Ap1:6275783-6276194	Cluster_2930	N	0	6	18
Ap1:6498934-6499357	Cluster_2931	N	25	84	56
Ap1:7015538-7015950	Cluster_2932	N	0	24	0
Ap1:7326004-7326417	Cluster_2933	N	0	0	19
Ap1:7410423-7410839	Cluster_2934	N	25	25	22
Ap1:7571297-7571706	Cluster_2935	N	0	0	19
Ap1:7616879-7617296	Cluster_2936	N	4	10	16
Ap1:7671024-7671441	Cluster_2937	N	26	26	23
Ap1:7707337-7707752	Cluster_2938	N	0	5	14
Ap1:7921856-7922271	Cluster_2939	N	31	253	372
Ap1:7986577-7986988	Cluster_2940	N	2	3	19
Ap1:8059326-8059741	Cluster_2941	N	0	3	23
Ap1:8138065-8138562	Cluster_2942	N	1897	430	447
Ap1:8517527-8517940	Cluster_2943	N	0	16	9
Ap1:8655017-8655431	Cluster_2944	N	25	123	73
Ap1:8903452-8903868	Cluster_2945	N	0	15	20
Ap1:9181104-9181565	Cluster_2946	N	66	16	3
Ap1:9247840-9248243	Cluster_2947	N	1	9	13
Ap1:9295065-9295481	Cluster_2948	N	13	8	16
Ap1:9323968-9324384	Cluster_2949	N	0	4	20
Ap1:9423290-9423707	Cluster_2950	N	18	91	66
Ap1:9500592-9501009	Cluster_2951	N	6	57	43
Ap1:9589503-9589918	Cluster_2952	N	5	12	9
Ap1:9841714-9842130	Cluster_2953	N	12	8	10
Ap1:9859895-9860308	Cluster_2954	N	0	1	21
Ap1:9864344-9864844	Cluster_2955	N	419	62	48
Ap1:9866151-9866580	Cluster_2956	N	61	0	2
Ap1:9876670-9877153	Cluster_2957	N	54	10	1
Ap1:9879116-9879573	Cluster_2958	N	68	13	8
Ap1:10040907-10041323	Cluster_2959	N	13	17	13
Ap1:10131575-10131990	Cluster_2960	N	3	15	9
Ap1:10195769-10196181	Cluster_2961	N	2	18	41
Ap1:10214760-10215178	Cluster_2962	N	81	380	259
Ap1:10541958-10542372	Cluster_2963	N	0	1	44
Ap1:10683667-10684081	Cluster_2964	N	5	10	6
Ap1:10706012-10706488	Cluster_2965	N	77	4	15
Ap1:10713978-10714390	Cluster_2966	N	0	0	24
Ap1:10859066-10859481	Cluster_2967	N	5	50	39
Ap1:11295297-11295713	Cluster_2968	N	30	33	39
Ap1:11563079-11563609	Cluster_2969	N	132	13	17
Ap1:11709742-11710167	Cluster_2970	N	4	29	24
Ap1:11942146-11942559	Cluster_2971	N	0	9	10
Ap1:11988501-11988929	Cluster_2972	N	25	8	4
Ap1:12081522-12081933	Cluster_2973	N	1	0	49
Ap1:12126797-12127208	Cluster_2974	N	1	0	20
Ap1:12210884-12211299	Cluster_2975	N	7	28	2
Ap1:12313615-12314253	Cluster_2976	N	0	10	97
Ap1:12466974-12467390	Cluster_2977	N	3	13	17
Ap1:12605025-12605442	Cluster_2978	N	11	7	5
Ap1:12800476-12800886	Cluster_2979	N	2	0	19
Ap1:12846912-12847331	Cluster_2980	N	18	44	48
Ap1:12849000-12849410	Cluster_2981	N	1	1	18
Ap1:12979031-12979448	Cluster_2982	N	12	23	26
Ap1:13266616-13267030	Cluster_2983	N	7	8	12
Ap1:13344489-13344906	Cluster_2984	N	58	78	85
Ap1:13445015-13445433	Cluster_2985	N	41	47	29
Ap1:13611598-13612012	Cluster_2986	N	1	30	51
Ap1:14014169-14014585	Cluster_2987	N	4	18	11
Ap1:14708618-14709022	Cluster_2988	N	3	12	20
Ap1:14728619-14729030	Cluster_2989	N	2	10	27
Ap1:14917312-14917731	Cluster_2990	N	74	13	15
Ap1:15072107-15072523	Cluster_2991	N	77	7	9
Ap1:15163956-15164373	Cluster_2992	N	8	37	15
Ap1:15182144-15182556	Cluster_2993	N	0	0	24
Ap1:15397310-15397726	Cluster_2994	N	12	7	7
Ap1:15559913-15560328	Cluster_2995	N	31	18	24
Ap1:15646697-15647109	Cluster_2996	N	0	5	15
Ap1:15944216-15944633	Cluster_2997	N	8	23	21
Ap1:15991859-15992272	Cluster_2998	N	1	16	128
Ap1:16039910-16040380	Cluster_2999	N	185	28	17
Ap1:16059560-16059971	Cluster_3000	N	1	10	23
Ap1:16123646-16124065	Cluster_3001	N	63	112	96
Ap1:16245742-16246159	Cluster_3002	N	19	62	28
Ap1:16256119-16256534	Cluster_3003	N	0	0	112
Ap1:16402182-16402594	Cluster_3004	N	0	2	27
Ap1:16463416-16463830	Cluster_3005	N	7	8	4
Ap1:16489565-16489983	Cluster_3006	N	20	8	31
Ap1:16788553-16788965	Cluster_3007	N	1	7	13
Ap1:16820618-16821033	Cluster_3008	N	1	484	554
Ap1:16986823-16987238	Cluster_3009	N	3	7	41
Ap1:17014104-17014523	Cluster_3010	N	1	1	283
Ap1:17165589-17166006	Cluster_3011	N	8	16	6
Ap1:17289110-17289527	Cluster_3012	N	3	5	40
Ap1:17327601-17328015	Cluster_3013	N	1	25	141
Ap1:17577480-17577896	Cluster_3014	N	1	2	44
Ap1:17896807-17897219	Cluster_3015	N	0	3	20
Ap1:17968173-17968590	Cluster_3016	N	5	44	35
Ap1:18047649-18048063	Cluster_3017	N	0	29	36
Ap1:18071774-18072191	Cluster_3018	N	2	23	7
Ap1:18109902-18110309	Cluster_3019	N	11	6	2
Ap1:18255786-18256202	Cluster_3020	N	6	8	15
Ap1:18315069-18315486	Cluster_3021	N	59	80	86
Ap1:18350074-18350492	Cluster_3022	N	16	37	65
Ap1:18739110-18739527	Cluster_3023	N	19	18	11
Ap1:19358369-19358787	Cluster_3024	N	191	950	607
Ap1:19374025-19374436	Cluster_3025	N	5	6	20
Ap1:19458873-19459285	Cluster_3026	N	1	21	13
Ap1:19561417-19561948	Cluster_3027	N	154	16	20
Ap1:19563315-19563754	Cluster_3028	N	155	26	12
Ap1:19567079-19567608	Cluster_3029	N	132	12	15
Ap1:19571642-19572068	Cluster_3030	N	41	4	14
Ap1:19652739-19653158	Cluster_3031	N	15	2	4
Ap1:19709968-19710384	Cluster_3032	N	20	42	19
Ap1:19724165-19724582	Cluster_3033	N	0	0	104
Ap1:19901858-19902275	Cluster_3034	N	7	6	11
Ap1:20131281-20131706	Cluster_3035	N	30	4	5
Ap1:20228154-20228570	Cluster_3036	N	6	7	21
Ap1:20358802-20359218	Cluster_3037	N	10	21	10
Ap1:20475423-20475835	Cluster_3038	N	0	11	13
Ap1:20524815-20525227	Cluster_3039	N	0	10	14
Ap1:20606155-20606572	Cluster_3040	N	21	63	57
Ap1:20665832-20666248	Cluster_3041	N	28	31	22
Ap1:20724214-20724631	Cluster_3042	N	629	2834	1941
Ap1:20756628-20757090	Cluster_3043	N	36	8	23
Ap1:20757206-20757641	Cluster_3044	N	40	6	6
Ap1:20977092-20977508	Cluster_3045	N	0	34	142
Ap1:21021643-21022135	Cluster_3046	N	48	20	6
Ap1:21025224-21025728	Cluster_3047	N	2102	391	332
Ap1:21043847-21044363	Cluster_3048	N	118	14	13
Ap1:21050037-21050632	Cluster_3049	N	439	43	39
Ap1:21058115-21058532	Cluster_3050	N	1	30	19
Ap1:21062099-21063176	Cluster_3051	N	315	77	47
Ap1:21066560-21067143	Cluster_3052	N	16	364	213
Ap1:21068372-21068880	Cluster_3053	N	10	104	78
Ap1:21235323-21235736	Cluster_3054	N	0	0	22
Ap1:21247099-21247512	Cluster_3055	N	0	1	23
Ap1:21258466-21258879	Cluster_3056	N	0	3	22
Ap1:21391321-21391738	Cluster_3057	N	7	6	20
Ap1:21584300-21584715	Cluster_3058	N	0	0	75
Ap1:21604689-21605106	Cluster_3059	N	156	610	550
Ap1:21619953-21620369	Cluster_3060	N	0	2	226
Ap1:21914578-21915040	Cluster_3061	N	107	5	16
Ap1:21915172-21915616	Cluster_3062	N	592	106	71
Ap1:21915755-21916225	Cluster_3063	N	490	51	44
Ap1:21916351-21917096	Cluster_3064	N	238	31	44
Ap1:21918031-21918892	Cluster_3065	N	220	35	27
Ap1:21920772-21921209	Cluster_3066	N	236	54	35
Ap1:21949149-21949560	Cluster_3067	N	32	329	437
Ap1:22050493-22050910	Cluster_3068	N	28	0	2
Ap1:22236244-22236658	Cluster_3069	N	13	85	74
Ap1:22416430-22416845	Cluster_3070	N	4	21	2
Ap1:22464633-22465045	Cluster_3071	N	0	22	10
Ap1:22499525-22499936	Cluster_3072	N	0	0	22
Ap1:22524389-22524800	Cluster_3073	N	26	26	32
Ap1:22554847-22555281	Cluster_3074	N	60	13	8
Ap1:22672496-22672912	Cluster_3075	N	5	7	18
Ap1:22848901-22849317	Cluster_3076	N	3	17	16
Ap1:22884298-22884714	Cluster_3077	N	10	17	12
Ap1:23123495-23123912	Cluster_3078	N	0	1	34
Ap1:23229089-23229500	Cluster_3079	N	0	36	12
Ap1:23455477-23455903	Cluster_3080	N	598	2164	1936
Ap1:23510883-23511299	Cluster_3081	N	8	21	30
Ap1:23682143-23682558	Cluster_3082	N	0	5	23
Ap1:23851198-23851615	Cluster_3083	N	5	18	10
Ap1:23858549-23858964	Cluster_3084	N	6	9	12
Ap1:23870517-23870933	Cluster_3085	N	5	67	38
Ap1:23907851-23908268	Cluster_3086	N	6	22	27
Ap1:23947097-23947517	Cluster_3087	N	9	107	190
Ap1:24088915-24089329	Cluster_3088	N	0	0	20
Ap1:24249280-24249695	Cluster_3089	N	7	35	41
Ap1:24332941-24333357	Cluster_3090	N	6	8	6
Ap1:24539038-24539456	Cluster_3091	N	0	50	1
Ap1:24643478-24643964	Cluster_3092	N	908	1014	714
Ap1:24801818-24802234	Cluster_3093	N	1	15	10
Ap1:24831413-24831829	Cluster_3094	N	5	29	17
Ap1:24866641-24867059	Cluster_3095	N	9	110	83
Ap1:24888173-24888677	Cluster_3096	N	401	53	30
Ap1:24928807-24929243	Cluster_3097	N	54	11	8
Ap1:24930949-24931381	Cluster_3098	N	33	2	11
Ap1:24970074-24970491	Cluster_3099	N	1	14	30
Ap1:25089367-25089784	Cluster_3100	N	2	52	27
Ap1:25346752-25347166	Cluster_3101	N	0	26	0
Ap1:25649779-25650199	Cluster_3102	N	41	8	9
Ap1:25845662-25846088	Cluster_3103	N	33	3	3
Ap1:25927562-25928098	Cluster_3104	N	22	8	24
Ap1:26117981-26118396	Cluster_3105	N	0	6	29
Ap1:26174398-26174814	Cluster_3106	N	0	14	14
Ap1:26347182-26347596	Cluster_3107	N	0	15	11
Ap1:26377556-26377968	Cluster_3108	N	0	2	41
Ap1:26972946-26973361	Cluster_3109	N	1	0	24
Ap1:27072880-27073296	Cluster_3110	N	3	35	17
Ap1:27328617-27329032	Cluster_3111	N	2	6	15
Ap1:27410435-27410846	Cluster_3112	N	0	2	32
Ap1:27436078-27436494	Cluster_3113	N	5	34	23
Ap1:27569307-27569740	Cluster_3114	N	44	4	12
Ap1:27612206-27612622	Cluster_3115	N	6	28	27
Ap1:27839572-27839986	Cluster_3116	N	8	111	185
Ap1:28048371-28048783	Cluster_3117	N	0	1	33
Ap1:28132278-28132695	Cluster_3118	N	0	90	72
Ap1:28519597-28520008	Cluster_3119	N	0	1	24
Ap1:28869695-28870110	Cluster_3120	N	0	0	21
Ap1:28998023-28998434	Cluster_3121	N	0	7	44
Ap1:29134990-29135401	Cluster_3122	N	0	1	25
Ap1:29338124-29338538	Cluster_3123	N	4	14	9
Ap1:29427940-29428356	Cluster_3124	N	17	12	40
Ap1:29896947-29897364	Cluster_3125	N	76	12	40
Ap1:30022229-30022644	Cluster_3126	N	17	1	13
Ap1:30060152-30060568	Cluster_3127	N	46	179	117
Ap1:30345416-30345830	Cluster_3128	N	6	10	8
Ap1:30394809-30395221	Cluster_3129	N	0	0	45
Ap1:30421541-30421952	Cluster_3130	N	3	10	13
Ap1:30625668-30626083	Cluster_3131	N	0	5	27
Ap1:30738613-30739030	Cluster_3132	N	14	1	78
Ap1:30884104-30884520	Cluster_3133	N	9	6	23
Ap1:30973596-30974008	Cluster_3134	N	0	14	23
Ap1:31160049-31160465	Cluster_3135	N	25	226	168
Ap1:31391735-31392147	Cluster_3136	N	0	5	43
Ap1:31506012-31506429	Cluster_3137	N	1	22	17
Ap1:31986331-31986746	Cluster_3138	N	2	7	68
Ap1:32159384-32159810	Cluster_3139	N	4	22	8
Ap1:32291123-32291615	Cluster_3140	N	263	37	18
Ap1:32292048-32292470	Cluster_3141	N	58	2	0
Ap1:32364118-32364535	Cluster_3142	N	9	25	26
Ap1:32488078-32488496	Cluster_3143	N	13	36	50
Ap1:32809580-32809998	Cluster_3144	N	0	0	38
Ap1:32848468-32848883	Cluster_3145	N	1	11	24
Ap1:32886009-32886424	Cluster_3146	N	1	8	15
Ap1:32896695-32897106	Cluster_3147	N	10	12	1
Ap1:32926346-32926760	Cluster_3148	N	0	1	31
Ap1:32998682-32999097	Cluster_3149	N	5	8	6
Ap1:33019369-33019785	Cluster_3150	N	22	8	5
Ap1:33125819-33126256	Cluster_3151	N	6	11	39
Ap1:33236435-33236851	Cluster_3152	N	16	9	7
Ap1:33291155-33291583	Cluster_3153	N	28	4	6
Ap1:33291631-33292063	Cluster_3154	N	48	15	12
Ap1:33292144-33292572	Cluster_3155	N	29	5	7
Ap1:33292648-33293080	Cluster_3156	N	27	10	10
Ap1:33420806-33421221	Cluster_3157	N	1	21	3
Ap1:33465332-33465751	Cluster_3158	N	4	42	150
Ap1:33595321-33595739	Cluster_3159	N	39	8	14
Ap1:33623620-33624037	Cluster_3160	N	5	7	27
Ap1:33695499-33695912	Cluster_3161	N	0	0	30
Ap1:34075456-34075873	Cluster_3162	N	111	35	23
Ap1:34173510-34173922	Cluster_3163	N	2	6	13
Ap1:34293851-34294264	Cluster_3164	N	5	13	16
Ap1:34330520-34330936	Cluster_3165	N	5	12	28
Ap1:34668339-34668753	Cluster_3166	N	3	7	10
Ap1:34690351-34690766	Cluster_3167	N	0	25	7
Ap1:34882083-34882499	Cluster_3168	N	18	5	18
Ap1:35020475-35020888	Cluster_3169	N	0	1	90
Ap1:35199417-35199832	Cluster_3170	N	1	17	10
Ap1:35200822-35201237	Cluster_3171	N	11	4	9
Ap1:35242936-35243351	Cluster_3172	N	0	7	14
Ap1:35331971-35332389	Cluster_3173	N	19	182	184
Ap1:35538255-35538671	Cluster_3174	N	11	70	52
Ap1:35653342-35653758	Cluster_3175	N	0	12	87
Ap1:35740057-35740474	Cluster_3176	N	109	556	423
Ap1:35752123-35752540	Cluster_3177	N	62	180	139
Ap1:35795741-35796154	Cluster_3178	N	7	2	25
Ap1:35989471-35989890	Cluster_3179	N	86	72	57
Ap1:36070172-36070586	Cluster_3180	N	0	1	21
Ap1:36570425-36570838	Cluster_3181	N	2	68	132
Ap1:36607711-36608128	Cluster_3182	N	1	2	20
Ap1:36688486-36688975	Cluster_3183	N	832	180	324
Ap1:36778454-36778866	Cluster_3184	N	1	11	16
Ap1:37362057-37362473	Cluster_3185	N	4	23	32
Ap1:37433539-37433952	Cluster_3186	N	5	13	34
Ap1:37519210-37519625	Cluster_3187	N	0	0	89
Ap1:37653856-37654277	Cluster_3188	N	801	10	142
Ap1:37818450-37818862	Cluster_3189	N	0	0	32
Ap1:37877375-37877793	Cluster_3190	N	2	17	17
Ap1:38218300-38218716	Cluster_3191	N	6	40	1
Ap1:38421596-38422009	Cluster_3192	N	0	40	34
Ap1:38663186-38663602	Cluster_3193	N	0	13	23
Ap1:38702290-38702740	Cluster_3194	N	238	0	28
Ap1:38749575-38749990	Cluster_3195	N	0	0	21
Ap1:38753500-38753913	Cluster_3196	N	0	7	13
Ap1:39186355-39186768	Cluster_3197	N	0	0	44
Ap1:39477811-39478229	Cluster_3198	N	11	71	53
Ap1:39611269-39611693	Cluster_3199	N	141	12	19
Ap1:39983765-39984178	Cluster_3200	N	1	33	40
Ap1:40104514-40104930	Cluster_3201	N	15	6	8
Ap1:40195735-40196149	Cluster_3202	N	0	9	28
Ap1:40467122-40467979	Cluster_3203	N	2100	290	410
Ap1:40468540-40469057	Cluster_3204	N	5068	2098	1247
Ap1:40469110-40470070	Cluster_3205	N	2475	367	459
Ap1:40470555-40471074	Cluster_3206	N	5031	2099	1233
Ap1:40471122-40472085	Cluster_3207	N	2519	355	475
Ap1:40472570-40473081	Cluster_3208	N	5046	2116	1230
Ap1:40478509-40479444	Cluster_3209	N	2175	284	445
Ap1:40479929-40480442	Cluster_3210	N	5032	2138	1250
Ap1:40486356-40487199	Cluster_3211	N	761	1458	200
Ap1:40487688-40488125	Cluster_3212	N	251	47	201
Ap1:40526969-40527430	Cluster_3213	N	705	291	242
Ap1:40527901-40528456	Cluster_3214	N	412	56	99
Ap1:40563835-40564376	Cluster_3215	N	137	142	24
Ap1:40564852-40565313	Cluster_3216	N	700	282	244
Ap1:40627497-40627912	Cluster_3217	N	5	16	51
Ap1:40812919-40813335	Cluster_3218	N	9	15	7
Ap1:40824084-40824500	Cluster_3219	N	7	14	7
Ap1:40941425-40941842	Cluster_3220	N	4	11	22
Ap1:41125273-41125686	Cluster_3221	N	3	16	26
Ap1:41132842-41133256	Cluster_3222	N	0	0	19
Ap1:41213817-41214233	Cluster_3223	N	17	0	4
Ap1:41265258-41265672	Cluster_3224	N	1	12	56
Ap1:41329682-41330098	Cluster_3225	N	130	0	0
Ap1:41757067-41757482	Cluster_3226	N	0	7	12
Ap1:41757919-41758334	Cluster_3227	N	4	10	11
Ap1:41912446-41912857	Cluster_3228	N	0	1	19
Ap1:42145891-42146306	Cluster_3229	N	6	10	4
Ap1:42300159-42300581	Cluster_3230	N	132	222	166
Ap1:42357868-42358286	Cluster_3231	N	121	11	12
Ap1:42525954-42526372	Cluster_3232	N	16	18	38
Ap1:42631507-42632038	Cluster_3233	N	116	15	15
Ap1:42632755-42633284	Cluster_3234	N	87	19	7
Ap1:42678691-42679106	Cluster_3235	N	0	0	22
Ap1:42793448-42793859	Cluster_3236	N	2	12	43
Ap4:17032-17452	Cluster_3237	N	70	66	97
Ap4:81018-81431	Cluster_3238	N	0	38	4
Ap4:232234-232650	Cluster_3239	N	7	24	15
Ap4:550545-550961	Cluster_3240	N	1	17	7
Ap4:655567-655982	Cluster_3241	N	0	17	47
Ap4:930128-930708	Cluster_3242	N	804	126	112
Ap4:932095-932653	Cluster_3243	N	133	23	19
Ap4:1281714-1282132	Cluster_3244	N	11	54	21
Ap4:1584855-1585271	Cluster_3245	N	15	13	13
Ap4:1622986-1623401	Cluster_3246	N	18	2	0
Ap4:2011727-2012143	Cluster_3247	N	0	6	50
Ap4:2024546-2024963	Cluster_3248	N	3	7	16
Ap4:2073428-2073837	Cluster_3249	N	0	13	7
Ap4:2115793-2116208	Cluster_3250	N	0	11	15
Ap4:2128468-2128887	Cluster_3251	N	7	18	10
Ap4:2148337-2148764	Cluster_3252	N	77	3	13
Ap4:2338928-2339345	Cluster_3253	N	2	22	62
Ap4:2497389-2497805	Cluster_3254	N	12	76	58
Ap4:2671934-2672350	Cluster_3255	N	8	10	7
Ap4:2949182-2949597	Cluster_3256	N	5	9	5
Ap4:3072823-3073239	Cluster_3257	N	8	15	14
Ap4:3119866-3120282	Cluster_3258	N	0	0	23
Ap4:3231906-3232317	Cluster_3259	N	2	0	22
Ap4:3267286-3267701	Cluster_3260	N	0	11	17
Ap4:3679101-3679518	Cluster_3261	N	5	11	13
Ap4:3984001-3984415	Cluster_3262	N	0	8	14
Ap4:4013913-4014436	Cluster_3263	N	92	8	3
Ap4:4253725-4254136	Cluster_3264	N	1	10	11
Ap4:4406113-4406531	Cluster_3265	N	70	0	7
Ap4:4408976-4409387	Cluster_3266	N	1	9	15
Ap4:4559507-4559923	Cluster_3267	N	45	0	22
Ap4:4845534-4845947	Cluster_3268	N	0	2	19
Ap4:4871739-4872151	Cluster_3269	N	12	66	72
Ap4:4927505-4927919	Cluster_3270	N	19	2	0
Ap4:4946555-4946967	Cluster_3271	N	2	7	13
Ap4:5037028-5037444	Cluster_3272	N	30	5	2
Ap4:5207896-5208311	Cluster_3273	N	3	13	8
Ap4:5276317-5276728	Cluster_3274	N	0	0	33
Ap4:5413819-5414230	Cluster_3275	N	0	10	10
Ap4:5455868-5456277	Cluster_3276	N	0	1	21
Ap4:5460901-5461316	Cluster_3277	N	0	11	12
Ap4:5475537-5475952	Cluster_3278	N	8	71	178
Ap4:5524132-5524544	Cluster_3279	N	0	3	18
Ap4:5554947-5555377	Cluster_3280	N	75	4	11
Ap4:5589523-5589943	Cluster_3281	N	211	258	222
Ap4:5631781-5632197	Cluster_3282	N	1	11	13
Ap4:5677204-5677620	Cluster_3283	N	4	24	23
Ap4:5680905-5681323	Cluster_3284	N	6	72	52
Ap4:5841259-5841672	Cluster_3285	N	2	6	15
Ap4:5874569-5874996	Cluster_3286	N	38	0	0
Ap4:5946642-5947057	Cluster_3287	N	1	16	8
Ap4:5965827-5966244	Cluster_3288	N	40	176	132
Ap4:5991160-5991571	Cluster_3289	N	0	0	21
Ap4:5996418-5996836	Cluster_3290	N	5	76	56
Ap4:6069870-6070282	Cluster_3291	N	0	18	1
Ap4:6176868-6177284	Cluster_3292	N	0	1	21
Ap4:6292002-6292463	Cluster_3293	N	286	25	22
Ap4:6292554-6293022	Cluster_3294	N	4217	823	2672
Ap4:6294838-6295636	Cluster_3295	N	10981	1803	2872
Ap4:6300971-6301383	Cluster_3296	N	20	5	6
Ap4:6435504-6435920	Cluster_3297	N	8	13	11
Ap4:6596094-6596509	Cluster_3298	N	0	6	19
Ap4:6656705-6657118	Cluster_3299	N	1	7	13
Ap4:6754156-6754570	Cluster_3300	N	1	3	15
Ap4:6800761-6801178	Cluster_3301	N	76	46	26
Ap4:6819976-6820397	Cluster_3302	N	12	18	13
Ap4:6875776-6876191	Cluster_3303	N	1	0	78
Ap4:6910975-6911391	Cluster_3304	N	65	649	830
Ap4:6955680-6956091	Cluster_3305	N	0	15	14
Ap4:7100575-7100990	Cluster_3306	N	0	73	54
Ap4:7124087-7124505	Cluster_3307	N	10	34	50
Ap4:7131765-7132181	Cluster_3308	N	7	10	10
Ap4:7138841-7139254	Cluster_3309	N	14	3	4
Ap4:7208927-7209340	Cluster_3310	N	0	4	31
Ap4:7225921-7226333	Cluster_3311	N	0	0	26
Ap4:7226834-7227250	Cluster_3312	N	14	145	251
Ap4:7276895-7277306	Cluster_3313	N	1	7	16
Ap4:7593567-7593984	Cluster_3314	N	9	8	7
Ap4:7738369-7738785	Cluster_3315	N	3	24	10
Ap4:7753983-7754394	Cluster_3316	N	1	12	9
Ap4:7755716-7756128	Cluster_3317	N	9	4	32
Ap4:7959749-7960164	Cluster_3318	N	2	13	7
Ap4:8112421-8112837	Cluster_3319	N	8	7	6
Ap4:8217850-8218278	Cluster_3320	N	12	8	8
Ap4:8229549-8229961	Cluster_3321	N	2	12	10
Ap4:8253469-8253895	Cluster_3322	N	33	1	6
Ap4:8256570-8257032	Cluster_3323	N	72	13	12
Ap4:8364858-8365275	Cluster_3324	N	0	0	384
Ap4:8440258-8440675	Cluster_3325	N	24	7	20
Ap4:8741419-8741830	Cluster_3326	N	8	155	175
Ap4:8784946-8785363	Cluster_3327	N	15	167	265
Ap4:8942772-8943189	Cluster_3328	N	8	57	45
Ap4:9072129-9072544	Cluster_3329	N	4	8	10
Ap4:9159692-9160108	Cluster_3330	N	2	12	6
Ap4:9251770-9252185	Cluster_3331	N	0	5	87
Ap4:9394791-9395207	Cluster_3332	N	4	11	5
Ap4:9415553-9415973	Cluster_3333	N	153	73	95
Ap4:9587277-9587691	Cluster_3334	N	0	11	38
Ap4:9659053-9659935	Cluster_3335	N	573	59	55
Ap4:9790216-9790634	Cluster_3336	N	16	108	82
Ap4:9866696-9867220	Cluster_3337	N	238	31	19
Ap4:10193078-10193496	Cluster_3338	N	481	1205	1031
Ap4:10241954-10242462	Cluster_3339	N	5488	2497	1606
Ap4:10557895-10558365	Cluster_3340	N	269	145	272
Ap4:10577883-10578376	Cluster_3341	N	244	55	558
Ap4:10581106-10581596	Cluster_3342	N	228	45	124
Ap4:10589483-10589953	Cluster_3343	N	82	8	62
Ap4:10591171-10591644	Cluster_3344	N	2631	756	472
Ap4:10591717-10592188	Cluster_3345	N	1572	717	5344
Ap4:10594582-10594999	Cluster_3346	N	10	13	26
Ap4:10606622-10607039	Cluster_3347	N	15	36	41
Ap4:10832991-10833406	Cluster_3348	N	0	11	106
Ap4:10839075-10839491	Cluster_3349	N	0	9	28
Ap4:10875023-10875465	Cluster_3350	N	64	8	2
Ap4:10923169-10923587	Cluster_3351	N	93	216	205
Ap4:11056821-11057232	Cluster_3352	N	0	16	9
Ap4:11061258-11061673	Cluster_3353	N	0	0	115
Ap4:11096027-11096443	Cluster_3354	N	1	6	19
Ap4:11097021-11097438	Cluster_3355	N	2	7	27
Ap4:11107109-11107521	Cluster_3356	N	2	11	15
Ap4:11126083-11126816	Cluster_3357	N	1726	246	1141
Ap4:11128242-11128712	Cluster_3358	N	35	8	172
Ap4:11129095-11129547	Cluster_3359	N	649	388	2913
Ap4:11130756-11131228	Cluster_3360	N	3498	952	3566
Ap4:11131656-11132148	Cluster_3361	N	4709	591	410
Ap4:11157989-11158459	Cluster_3362	N	229	111	223
Ap4:11447928-11448345	Cluster_3363	N	9	10	25
Ap4:11462713-11463130	Cluster_3364	N	15	36	40
Ap4:11467459-11467876	Cluster_3365	N	14	35	40
Ap4:11486294-11486714	Cluster_3366	N	4	21	12
Ap4:11608586-11609006	Cluster_3367	N	32	84	62
Ap4:11861505-11861921	Cluster_3368	N	1	166	1047
Ap4:11959769-11960181	Cluster_3369	N	2	31	25
Ap4:12186072-12186486	Cluster_3370	N	0	21	31
Ap4:12191634-12192049	Cluster_3371	N	3	30	28
Ap4:12327050-12327597	Cluster_3372	N	32	69	95
Ap4:12365628-12366042	Cluster_3373	N	3	20	33
Ap4:12375842-12376257	Cluster_3374	N	4	31	29
Ap4:12388614-12389027	Cluster_3375	N	1	21	264
Ap4:12763382-12763795	Cluster_3376	N	0	0	22
Ap4:12779501-12779962	Cluster_3377	N	67	10	45
Ap4:12948028-12948446	Cluster_3378	N	5	10	9
Ap4:13373549-13373959	Cluster_3379	N	0	3	19
Ap4:13380169-13380583	Cluster_3380	N	0	40	49
Ap4:13395125-13395549	Cluster_3381	N	72	18	20
Ap4:13429228-13429645	Cluster_3382	N	14	25	31
Ap4:13467172-13467590	Cluster_3383	N	259	71	63
Ap4:13619661-13620079	Cluster_3384	N	27	21	19
Ap4:13695900-13696317	Cluster_3385	N	6	15	8
Ap4:13722934-13723350	Cluster_3386	N	2	34	0
Ap4:13877686-13878217	Cluster_3387	N	149	15	11
Ap4:13923816-13924231	Cluster_3388	N	0	0	208
Ap4:14036324-14036741	Cluster_3389	N	7	57	46
Ap4:14073021-14073437	Cluster_3390	N	17	6	2
Ap4:14169175-14169591	Cluster_3391	N	14	0	7
