Coords	Name	MIRNA	ahya_1_S27_L001_R1_001_trim_condensed	ahya_2_S28_L001_R1_001_trim_condensed	ahya_3_S29_L001_R1_001_trim_condensed	ahya_4_S30_L001_R1_001_trim_condensed
chr11:15525225-15525641	Cluster_15760	N	2	0	5	27
chr11:15536202-15536615	Cluster_15761	N	3	3	6	15
chr11:15543370-15543797	Cluster_15762	N	19	4	7	4
chr11:15555238-15555664	Cluster_15763	N	9	1	7	7
chr11:15557614-15558121	Cluster_15764	N	255	29	93	8
chr11:15561164-15561916	Cluster_15765	N	294	450	2220	2855
chr11:15565697-15566545	Cluster_15766	N	10	6	123	3
chr11:15567455-15568197	Cluster_15767	N	19	1	77	1
chr11:15570938-15571366	Cluster_15768	N	2	3	36	2
chr11:15571764-15572192	Cluster_15769	N	1	1	85	4
chr11:15572735-15573142	Cluster_15770	N	13	0	27	4
chr11:15574315-15574744	Cluster_15771	N	1	1	39	11
chr11:15574773-15575415	Cluster_15772	N	26	8	15	13
chr11:15601742-15602154	Cluster_15773	N	4	1	16	18
chr11:15639001-15639429	Cluster_15774	N	2	0	0	30
chr11:15642031-15642459	Cluster_15775	N	3	0	1	32
chr11:15645061-15645489	Cluster_15776	N	2	0	1	31
chr11:15648091-15648519	Cluster_15777	N	2	0	1	31
chr11:15651121-15651549	Cluster_15778	N	1	0	0	33
chr11:15654151-15654579	Cluster_15779	N	2	0	1	30
chr11:15657178-15657606	Cluster_15780	N	0	0	0	30
chr11:15658099-15658527	Cluster_15781	N	2	2	1	36
chr11:15658844-15659271	Cluster_15782	N	0	0	64	7
chr11:15665520-15665952	Cluster_15783	N	4	7	145	6
chr11:15668548-15668976	Cluster_15784	N	19	1	0	0
chr11:15669279-15669694	Cluster_15785	N	32	0	2	1
chr11:15670697-15671125	Cluster_15786	N	1	0	68	7
chr11:15672250-15672679	Cluster_15787	N	4	8	49	0
chr11:15673451-15673877	Cluster_15788	N	20	4	6	4
chr11:15674183-15674612	Cluster_15789	N	0	3	73	8
chr11:15676573-15677016	Cluster_15790	N	64	5	5	1
chr11:15677232-15677661	Cluster_15791	N	1	5	46	0
chr11:15677902-15678641	Cluster_15792	N	11	6	37	7
chr11:15678661-15679089	Cluster_15793	N	13	0	23	1
chr11:15679413-15679849	Cluster_15794	N	53	1	162	3
chr11:15683556-15683984	Cluster_15795	N	21	0	17	42
chr11:15686534-15687004	Cluster_15796	N	1	4	1	85
chr11:15695422-15695855	Cluster_15797	N	52	11	0	22
chr11:15696493-15697272	Cluster_15798	N	108	7	8	0
chr11:15697769-15698197	Cluster_15799	N	14	1	6	2
chr11:15698396-15698825	Cluster_15800	N	44	4	13	19
chr11:15700985-15701512	Cluster_15801	N	11	4	52	68
chr11:15702017-15702694	Cluster_15802	N	25	4	36	5
chr11:15703031-15703447	Cluster_15803	N	3	2	15	6
chr11:15704328-15704758	Cluster_15804	N	5	1	109	0
chr11:15722569-15722983	Cluster_15805	N	4	0	19	7
chr11:15760117-15760545	Cluster_15806	N	26	6	39	1
chr11:15765171-15765604	Cluster_15807	N	438	5	44	64
chr11:15772537-15772966	Cluster_15808	N	0	3	65	7
chr11:15777205-15777634	Cluster_15809	N	1	3	67	7
chr11:15781872-15782301	Cluster_15810	N	2	3	65	7
chr11:15784070-15784499	Cluster_15811	N	5	2	62	2
chr11:15784931-15785360	Cluster_15812	N	0	3	43	0
chr11:15788038-15788632	Cluster_15813	N	919	394	1838	718
chr11:15797715-15798144	Cluster_15814	N	1	3	64	1
chr11:15799470-15799900	Cluster_15815	N	0	2	156	1
chr11:15800228-15800656	Cluster_15816	N	21	2	48	19
chr11:15800808-15801273	Cluster_15817	N	4	3	84	9
chr11:15801614-15802519	Cluster_15818	N	124	1	86	7
chr11:15802798-15803442	Cluster_15819	N	274	1	48	29
chr11:15803661-15804090	Cluster_15820	N	22	4	5	3
chr11:15810436-15810866	Cluster_15821	N	126	119	2	160
chr11:15812702-15813131	Cluster_15822	N	1	22	1	39
chr11:15864243-15864669	Cluster_15823	N	10	5	6	1
chr11:15867698-15868125	Cluster_15824	N	40	1	32	1
chr11:15874607-15875034	Cluster_15825	N	0	1	76	4
chr11:15876531-15877468	Cluster_15826	N	28	12	71	6
chr11:15879767-15880195	Cluster_15827	N	17	0	31	0
chr11:15882270-15882978	Cluster_15828	N	22	6	26	33
chr11:15890071-15890488	Cluster_15829	N	18	0	1	16
chr11:15892805-15893229	Cluster_15830	N	4	3	9	8
chr11:15901404-15901833	Cluster_15831	N	94	2	27	10
chr11:15908159-15908591	Cluster_15832	N	15	1	14	49
chr11:15908934-15909347	Cluster_15833	N	0	5	22	19
chr11:15979374-15980158	Cluster_15834	N	101	13	170	63
chr11:15980405-15980831	Cluster_15835	N	14	4	0	62
chr11:15980985-15981470	Cluster_15836	N	46	4	6	22
chr11:15981496-15981925	Cluster_15837	N	84	27	26	40
chr11:15982026-15982455	Cluster_15838	N	35	5	3	7
chr11:15999361-15999777	Cluster_15839	N	1	11	5	11
chr11:16073233-16073660	Cluster_15840	N	16	3	3	5
chr11:16197582-16197998	Cluster_15841	N	2	20	6	7
chr11:16231691-16232104	Cluster_15842	N	23	3	1	0
chr11:16254031-16254444	Cluster_15843	N	1	19	2	0
chr11:16338047-16338455	Cluster_15844	N	0	1	0	22
chr11:16451262-16451689	Cluster_15845	N	6	2	2	21
chr11:16483856-16484284	Cluster_15846	N	0	0	44	0
chr11:16526474-16526891	Cluster_15847	N	0	0	138	0
chr11:16550424-16550842	Cluster_15848	N	136	15	5	0
chr11:16619217-16619638	Cluster_15849	N	21	2	0	0
chr11:16649072-16649489	Cluster_15850	N	144	382	544	195
chr11:16691229-16691644	Cluster_15851	N	4	14	0	4
chr11:16695112-16695548	Cluster_15852	N	98	5	1040	1653
chr11:16695749-16696163	Cluster_15853	N	1	20	1	3
chr11:16697192-16697629	Cluster_15854	N	275	4	213	281
chr11:16697761-16698187	Cluster_15855	N	64	3	1	0
chr11:16710283-16710696	Cluster_15856	N	3	17	4	0
chr11:16732827-16733254	Cluster_15857	N	15	3	26	0
chr11:16745976-16746395	Cluster_15858	N	23	5	14	5
chr11:16804645-16805063	Cluster_15859	N	1	0	3	23
chr11:16877391-16877819	Cluster_15860	N	182	11	54	6
chr11:16911310-16911737	Cluster_15861	N	16	6	3	3
chr11:16948451-16948940	Cluster_15862	N	0	0	2	259
chr11:17031495-17031911	Cluster_15863	N	14	0	35	0
chr11:17051823-17052245	Cluster_15864	N	32	1	1	2
chr11:17061925-17062354	Cluster_15865	N	5	0	21	1
chr11:17153560-17153990	Cluster_15866	N	48	3	61	13
chr11:17156523-17156950	Cluster_15867	N	0	0	1	35
chr11:17180023-17180438	Cluster_15868	N	0	20	0	3
chr11:17209809-17210223	Cluster_15869	N	0	9	14	6
chr11:17273447-17273868	Cluster_15870	N	0	3	6	23
chr11:17310207-17310639	Cluster_15871	N	8	12	175	10
chr11:17432231-17432646	Cluster_15872	N	6	39	0	3
chr11:17551331-17551746	Cluster_15873	N	23	0	0	0
chr11:17555322-17555736	Cluster_15874	N	0	8	2	12
chr11:17595424-17595852	Cluster_15875	N	0	0	0	53
chr11:17712313-17712733	Cluster_15876	N	15	0	0	4
chr11:17740725-17741143	Cluster_15877	N	3	39	7	17
chr11:17754024-17754452	Cluster_15878	N	30	4	12	23
chr11:17759525-17759948	Cluster_15879	N	55	8	2	0
chr11:17773606-17774020	Cluster_15880	N	3	32	1	1
chr11:17874209-17874938	Cluster_15881	N	77	0	1	0
chr11:17875594-17876011	Cluster_15882	N	31	2	10	0
chr11:18013961-18014381	Cluster_15883	N	20	2	14	16
chr11:18017284-18017693	Cluster_15884	N	0	0	36	0
chr11:18124228-18124643	Cluster_15885	N	6	50	17	17
chr11:18131423-18131850	Cluster_15886	N	16	3	3	8
chr11:18145575-18145982	Cluster_15887	N	14	1	2	5
chr11:18214043-18214461	Cluster_15888	N	0	0	0	20
chr11:18217034-18217461	Cluster_15889	N	0	0	17	2
chr11:18218218-18218639	Cluster_15890	N	6	51	8	36
chr11:18333788-18334204	Cluster_15891	N	0	21	0	2
chr11:18388719-18389140	Cluster_15892	N	15	0	26	0
chr11:18511327-18511754	Cluster_15893	N	2	0	0	33
chr11:18558545-18558973	Cluster_15894	N	17	0	562	3
chr11:18610042-18610456	Cluster_15895	N	9	0	10	9
chr11:18634683-18635097	Cluster_15896	N	2	23	0	0
chr11:18690217-18690632	Cluster_15897	N	5	12	15	4
chr11:18747075-18747490	Cluster_15898	N	3	14	13	5
chr11:18762597-18763016	Cluster_15899	N	0	0	10	15
chr11:18827636-18828051	Cluster_15900	N	4	19	5	8
chr11:18842310-18842724	Cluster_15901	N	0	10	10	3
chr11:18970739-18971169	Cluster_15902	N	31	6	11	3
chr11:18972456-18972871	Cluster_15903	N	1	31	5	4
chr11:18986865-18987295	Cluster_15904	N	24	0	28	0
chr11:19005175-19005589	Cluster_15905	N	0	68	0	0
chr11:19058993-19059460	Cluster_15906	N	1	43	63	16
chr11:19061308-19061771	Cluster_15907	N	2	0	67	37
chr11:19073762-19074192	Cluster_15908	N	26	5	10	6
chr11:19087643-19088053	Cluster_15909	N	0	0	5	21
chr11:19101451-19101867	Cluster_15910	N	0	0	42	16
chr11:19105882-19106312	Cluster_15911	N	27	4	11	5
chr11:19123497-19123925	Cluster_15912	N	1	0	27	8
chr11:19124420-19124850	Cluster_15913	N	28	6	11	3
chr11:19185543-19185972	Cluster_15914	N	134	19	29	4
chr11:19185975-19186403	Cluster_15915	N	50	6	18	12
chr11:19236943-19237362	Cluster_15916	N	15	1	5	0
chr11:19288669-19289103	Cluster_15917	N	55	1	0	4
chr11:19356265-19356693	Cluster_15918	N	5	0	11	4
chr11:19358124-19358541	Cluster_15919	N	16	18	13	15
chr11:19609397-19609813	Cluster_15920	N	1	0	17	7
chr11:19627535-19627965	Cluster_15921	N	7	4	42	24
chr11:19727830-19728245	Cluster_15922	N	9	65	10	9
chr11:19799132-19799699	Cluster_15923	N	50	22	86	38
chr11:19920072-19920486	Cluster_15924	N	1	0	15	6
chr11:19921423-19921892	Cluster_15925	N	1171	217	389	392
chr11:19922194-19922622	Cluster_15926	N	42	2	6	5
chr11:19935565-19935974	Cluster_15927	N	0	1	17	2
chr11:19965200-19965629	Cluster_15928	N	0	0	16	27
chr11:20000426-20000854	Cluster_15929	N	29	1	9	4
chr11:20004396-20004824	Cluster_15930	N	6	6	24	4
chr11:20005783-20006210	Cluster_15931	N	87	5	5	2
chr11:20031777-20032206	Cluster_15932	N	0	1	37	2
chr11:20080754-20081182	Cluster_15933	N	0	1	0	22
chr11:20092009-20092429	Cluster_15934	N	134	0	98	0
chr11:20105690-20106106	Cluster_15935	N	0	0	0	34
chr11:20138585-20139006	Cluster_15936	N	3	23	10	1657
chr11:20146661-20147090	Cluster_15937	N	0	22	12	0
chr11:20153933-20154360	Cluster_15938	N	17	1	12	13
chr11:20190837-20191265	Cluster_15939	N	9	2	22	17
chr11:20275022-20275437	Cluster_15940	N	5	19	5	7
chr11:20317654-20318070	Cluster_15941	N	11	14	0	0
chr11:20449145-20449566	Cluster_15942	N	6	1	1	13
chr11:20458104-20458533	Cluster_15943	N	0	18	1	8
chr11:20545945-20546374	Cluster_15944	N	933	90	669	170
chr11:20607543-20607966	Cluster_15945	N	16	1	37	5
chr11:20649341-20649770	Cluster_15946	N	54	10	0	3
chr11:20652889-20653305	Cluster_15947	N	9	0	15	14
chr11:20654981-20655410	Cluster_15948	N	18	2	217	3
chr11:20699728-20700144	Cluster_15949	N	5	36	12	3
chr11:20748973-20749448	Cluster_15950	N	196	104	314	354
chr11:20781501-20781928	Cluster_15951	N	5	2	16	6
chr11:20799928-20800357	Cluster_15952	N	33	3	9	14
chr11:20809194-20809614	Cluster_15953	N	131	1	95	51
chr11:20854582-20854996	Cluster_15954	N	0	25	4	2
chr11:20894116-20894532	Cluster_15955	N	1	0	0	33
chr11:20900342-20900758	Cluster_15956	N	3	8	2	9
chr11:20950306-20950724	Cluster_15957	N	1	1	0	34
chr11:20953997-20954424	Cluster_15958	N	1	9	18	13
chr11:20954445-20955451	Cluster_15959	N	7	30	133	198
chr11:20982515-20983065	Cluster_15960	N	120	23	80	95
chr11:20985974-20986402	Cluster_15961	N	16	0	0	37
chr11:20987649-20988066	Cluster_15962	N	0	0	0	37
chr11:21036212-21036630	Cluster_15963	N	47	86	108	29
chr11:21072607-21073033	Cluster_15964	N	5	5	32	3
chr11:21073442-21074461	Cluster_15965	N	135	12	346	22
chr11:21098293-21098701	Cluster_15966	N	2	0	22	3
chr11:21116966-21117384	Cluster_15967	N	2	53	7	20
chr11:21168105-21168512	Cluster_15968	N	0	19	0	1
chr11:21278176-21278589	Cluster_15969	N	8	4	6	2
chr11:21341362-21341777	Cluster_15970	N	0	0	42	0
chr11:21423818-21424247	Cluster_15971	N	3	0	0	25
chr11:21578438-21578855	Cluster_15972	N	3	15	5	46
chr11:21714951-21715371	Cluster_15973	N	28	8	11	10
chr11:21784732-21785147	Cluster_15974	N	2	31	7	0
chr11:21786830-21787502	Cluster_15975	N	71	167	96	161
chr11:21826745-21827164	Cluster_15976	N	1	0	1	30
chr11:21905033-21905456	Cluster_15977	N	2	0	0	41
chr11:21930873-21931287	Cluster_15978	N	2	1	4	22
chr11:21952373-21952788	Cluster_15979	N	0	8	4	8
chr11:21986786-21987216	Cluster_15980	N	1	0	43	1
chr11:22064523-22064938	Cluster_15981	N	0	22	0	0
chr11:22144225-22144653	Cluster_15982	N	16	1	4	12
chr11:22146221-22146657	Cluster_15983	N	0	0	0	88
chr11:22163398-22163813	Cluster_15984	N	18	198	39	53
chr11:22186574-22187003	Cluster_15985	N	35	0	2	0
chr11:22254747-22255165	Cluster_15986	N	6	39	218	110
chr11:22256832-22257246	Cluster_15987	N	0	26	4	1
chr11:22310629-22311044	Cluster_15988	N	0	6	40	27
chr11:22315295-22315712	Cluster_15989	N	5	26	170	0
chr11:22331523-22331938	Cluster_15990	N	3	30	6	2
chr11:22513362-22513778	Cluster_15991	N	1	21	1	0
chr11:22529052-22529466	Cluster_15992	N	1	1	9	10
chr11:22669629-22670142	Cluster_15993	N	20	5	58	1
chr11:22704768-22705182	Cluster_15994	N	22	5	2	4
chr11:22833821-22834237	Cluster_15995	N	7	32	9	10
chr11:22874664-22875093	Cluster_15996	N	16	1	4	2
chr11:22949481-22949908	Cluster_15997	N	9	0	20	1
chr11:23064297-23064724	Cluster_15998	N	3	1	37	0
chr11:23079897-23080314	Cluster_15999	N	2	12	27	20
chr11:23160578-23160992	Cluster_16000	N	6	0	13	0
chr11:23269726-23270165	Cluster_16001	N	95	97	844	780
chr11:23315863-23316281	Cluster_16002	N	1	52	12	13
chr11:23323823-23324238	Cluster_16003	N	8	10	4	14
chr11:23342067-23342482	Cluster_16004	N	0	0	49	0
chr11:23355474-23355892	Cluster_16005	N	6	46	0	3
chr11:23358851-23359268	Cluster_16006	N	30	87	27	17
chr11:23375531-23375948	Cluster_16007	N	3	0	4	36
chr11:23388867-23389299	Cluster_16008	N	9	3	75	20
chr11:23420900-23421327	Cluster_16009	N	57	5	1	0
chr11:23428053-23428471	Cluster_16010	N	24	0	6	0
chr11:23448285-23448702	Cluster_16011	N	22	3	0	2
chr11:23482123-23482594	Cluster_16012	N	2054	144	1201	292
chr11:23490851-23491269	Cluster_16013	N	2	80	19	7
chr11:23492596-23493025	Cluster_16014	N	14	0	23	0
chr11:23494707-23495291	Cluster_16015	N	91	0	49	71
chr11:23505333-23505735	Cluster_16016	N	17	5	12	13
chr11:23534783-23535255	Cluster_16017	N	37	0	20	17
chr11:23659771-23660186	Cluster_16018	N	0	21	5	7
chr11:23693815-23694230	Cluster_16019	N	3	4	13	5
chr11:23755751-23756174	Cluster_16020	N	25	1	19	1
chr11:23781057-23781484	Cluster_16021	N	4	1	26	10
chr11:23827626-23828044	Cluster_16022	N	27	0	2	3
chr11:23925541-23925955	Cluster_16023	N	0	20	6	4
chr11:24037181-24037595	Cluster_16024	N	9	11	2	3
chr11:24065698-24066474	Cluster_16025	N	0	6	161	3
chr11:24067041-24067459	Cluster_16026	N	0	0	39	0
chr11:24130568-24130984	Cluster_16027	N	0	0	21	6
chr11:24168643-24169055	Cluster_16028	N	2	22	0	1
chr11:24169990-24170419	Cluster_16029	N	2	10	13	1
chr11:24178520-24178938	Cluster_16030	N	22	92	10	21
chr11:24228366-24228795	Cluster_16031	N	10	3	16	44
chr11:24231054-24231537	Cluster_16032	N	2	3	22	30
chr11:24231718-24232137	Cluster_16033	N	5	7	12	28
chr11:24236772-24237200	Cluster_16034	N	8	18	4	21
chr11:24237270-24237697	Cluster_16035	N	11	10	7	10
chr11:24238797-24239225	Cluster_16036	N	10	12	6	17
chr11:24239971-24240399	Cluster_16037	N	95	47	26	53
chr11:24242550-24243273	Cluster_16038	N	20	58	5	29
chr11:24244171-24244703	Cluster_16039	N	33	974	142	581
chr11:24245207-24245847	Cluster_16040	N	77	7	56	272
chr11:24245856-24246333	Cluster_16041	N	70	104	39	7
chr11:24246711-24247347	Cluster_16042	N	74	6	56	265
chr11:24247509-24248146	Cluster_16043	N	75	5	57	269
chr11:24248322-24248749	Cluster_16044	N	34	1	1	1
chr11:24249207-24249847	Cluster_16045	N	76	7	57	274
chr11:24250195-24250622	Cluster_16046	N	32	1	0	3
chr11:24250757-24251184	Cluster_16047	N	8	8	5	8
chr12:101770-102197	Cluster_16048	N	4	1	10	65
chr12:102801-103307	Cluster_16049	N	19	2	27	97
chr12:183000-183420	Cluster_16050	N	7	1	3	61
chr12:222565-222981	Cluster_16051	N	2	28	0	2
chr12:228649-229064	Cluster_16052	N	4	14	12	1
chr12:258450-258867	Cluster_16053	N	10	1	16	5
chr12:273636-274058	Cluster_16054	N	0	0	3	44
chr12:310723-311143	Cluster_16055	N	8	1	2	60
chr12:463838-464255	Cluster_16056	N	0	40	0	1
chr12:648839-649253	Cluster_16057	N	0	20	11	6
chr12:778426-778856	Cluster_16058	N	22	2	119	1
chr12:786569-786989	Cluster_16059	N	2	3	2	20
chr12:788214-788642	Cluster_16060	N	6	4	10	17
chr12:791760-792188	Cluster_16061	N	6	4	17	21
chr12:840595-841101	Cluster_16062	N	37	15	25	73
chr12:842600-843028	Cluster_16063	N	6	0	27	7
chr12:844104-844531	Cluster_16064	N	26	9	38	1
chr12:848921-849349	Cluster_16065	N	14	1	9	9
chr12:849598-850026	Cluster_16066	N	17	7	16	8
chr12:855035-855440	Cluster_16067	N	1	4	29	4
chr12:884958-885385	Cluster_16068	N	30	8	0	18
chr12:917391-917816	Cluster_16069	N	14	0	19	2
chr12:919376-919805	Cluster_16070	N	28	0	4	5
chr12:934224-934651	Cluster_16071	N	20	4	1	2
chr12:936515-936942	Cluster_16072	N	9	0	37	30
chr12:937166-937591	Cluster_16073	N	2	0	0	46
chr12:987118-987534	Cluster_16074	N	5	34	2	3
chr12:1028009-1028437	Cluster_16075	N	28	2	7	1
chr12:1041215-1041631	Cluster_16076	N	5	0	32	16
chr12:1069463-1069944	Cluster_16077	N	6	2	86	89
chr12:1081852-1082448	Cluster_16078	N	33	16	36	41
chr12:1100683-1101101	Cluster_16079	N	5	2	52	21
chr12:1116635-1117062	Cluster_16080	N	46	0	1	3
chr12:1119747-1120175	Cluster_16081	N	5	2	10	11
chr12:1137911-1138360	Cluster_16082	N	5	1	39	77
chr12:1139809-1140258	Cluster_16083	N	7	2	42	87
chr12:1143689-1144122	Cluster_16084	N	8	4	44	57
chr12:1145729-1146162	Cluster_16085	N	8	2	42	64
chr12:1149049-1149482	Cluster_16086	N	6	4	42	64
chr12:1152396-1152894	Cluster_16087	N	28	11	29	0
chr12:1153750-1154177	Cluster_16088	N	23	1	26	1
chr12:1154274-1154691	Cluster_16089	N	36	1	9	8
chr12:1155037-1155454	Cluster_16090	N	35	1	3	0
chr12:1155685-1156114	Cluster_16091	N	44	0	26	0
chr12:1159140-1159571	Cluster_16092	N	52	4	39	40
chr12:1165159-1165582	Cluster_16093	N	4	5	6	38
chr12:1166920-1167628	Cluster_16094	N	39	0	36	44
chr12:1176254-1176663	Cluster_16095	N	2	1	31	3
chr12:1177636-1178172	Cluster_16096	N	6	0	59	21
chr12:1182748-1183177	Cluster_16097	N	31	7	12	12
chr12:1186763-1187180	Cluster_16098	N	5	0	7	38
chr12:1190691-1191118	Cluster_16099	N	11	4	22	2
chr12:1193437-1194251	Cluster_16100	N	38	19	40	21
chr12:1198929-1199354	Cluster_16101	N	24	0	10	14
chr12:1200671-1201419	Cluster_16102	N	10	2	50	1
chr12:1203459-1203874	Cluster_16103	N	3	0	11	17
chr12:1204284-1204712	Cluster_16104	N	38	5	54	21
chr12:1205128-1205555	Cluster_16105	N	25	0	13	28
chr12:1210499-1210927	Cluster_16106	N	23	0	24	13
chr12:1211454-1211855	Cluster_16107	N	5	0	2	33
chr12:1212734-1213264	Cluster_16108	N	48	4	11	72
chr12:1214069-1214495	Cluster_16109	N	27	2	17	16
chr12:1224571-1225208	Cluster_16110	N	59	3	26	4
chr12:1228141-1228711	Cluster_16111	N	69	42	385	19
chr12:1235572-1235991	Cluster_16112	N	16	5	10	5
chr12:1236688-1237691	Cluster_16113	N	131	33	117	52
chr12:1239264-1240135	Cluster_16114	N	114	41	116	94
chr12:1240524-1241031	Cluster_16115	N	31	0	36	49
chr12:1242015-1242914	Cluster_16116	N	4	7	76	33
chr12:1243162-1243922	Cluster_16117	N	39	6	66	40
chr12:1244952-1245629	Cluster_16118	N	23	10	30	49
chr12:1247102-1247531	Cluster_16119	N	43	0	4	3
chr12:1250928-1251348	Cluster_16120	N	5	8	2	7
chr12:1261337-1261768	Cluster_16121	N	22	4	17	8
chr12:1269213-1270030	Cluster_16122	N	37	6	53	28
chr12:1273677-1274351	Cluster_16123	N	5	0	47	16
chr12:1276847-1277264	Cluster_16124	N	13	0	9	30
chr12:1277518-1277935	Cluster_16125	N	1	2	13	245
chr12:1278208-1278789	Cluster_16126	N	7	2	62	64
chr12:1280107-1280708	Cluster_16127	N	67	3	14	21
chr12:1283845-1284267	Cluster_16128	N	22	0	10	0
chr12:1285394-1285815	Cluster_16129	N	38	0	0	0
chr12:1286995-1287413	Cluster_16130	N	39	0	5	3
chr12:1288023-1289134	Cluster_16131	N	37	0	69	47
chr12:1290741-1291171	Cluster_16132	N	0	0	55	32
chr12:1292168-1292595	Cluster_16133	N	3	0	24	34
chr12:1293464-1293890	Cluster_16134	N	48	3	2	12
chr12:1294282-1294726	Cluster_16135	N	287	20	3	13
chr12:1297644-1298576	Cluster_16136	N	99	3	52	36
chr12:1298634-1299464	Cluster_16137	N	57	16	64	68
chr12:1307887-1308299	Cluster_16138	N	10	0	15	2
chr12:1317076-1317505	Cluster_16139	N	11	1	25	4
chr12:1317646-1318075	Cluster_16140	N	11	1	33	6
chr12:1319586-1320007	Cluster_16141	N	17	0	6	2
chr12:1321797-1322224	Cluster_16142	N	31	0	90	3
chr12:1323298-1323726	Cluster_16143	N	0	0	54	0
chr12:1323839-1324268	Cluster_16144	N	13	1	39	3
chr12:1334589-1335017	Cluster_16145	N	31	1	1	0
chr12:1338609-1339036	Cluster_16146	N	17	2	15	0
chr12:1348076-1348589	Cluster_16147	N	9	0	45	24
chr12:1354593-1355020	Cluster_16148	N	0	0	31	3
chr12:1356448-1356875	Cluster_16149	N	9	0	18	12
chr12:1359542-1359968	Cluster_16150	N	6	2	33	12
chr12:1363495-1363911	Cluster_16151	N	0	0	26	4
chr12:1364620-1365048	Cluster_16152	N	6	5	24	9
chr12:1369536-1370875	Cluster_16153	N	83	7	308	87
chr12:1371763-1372177	Cluster_16154	N	18	0	17	6
chr12:1372242-1373153	Cluster_16155	N	35	0	65	62
chr12:1373297-1373710	Cluster_16156	N	5	0	19	10
chr12:1374736-1375163	Cluster_16157	N	13	12	25	44
chr12:1375898-1376327	Cluster_16158	N	33	2	3	93
chr12:1378381-1378785	Cluster_16159	N	1	0	24	15
chr12:1385238-1385657	Cluster_16160	N	4	1	5	74
chr12:1386705-1387117	Cluster_16161	N	0	0	22	12
chr12:1389562-1389987	Cluster_16162	N	23	0	5	3
chr12:1390175-1390603	Cluster_16163	N	25	0	9	10
chr12:1391357-1391786	Cluster_16164	N	22	18	9	5
chr12:1393399-1393824	Cluster_16165	N	13	1	7	27
chr12:1394357-1394786	Cluster_16166	N	31	2	5	22
chr12:1395672-1396093	Cluster_16167	N	9	0	12	14
chr12:1403021-1403450	Cluster_16168	N	63	0	2	0
chr12:1404540-1405320	Cluster_16169	N	32	3	96	273
chr12:1405355-1405778	Cluster_16170	N	18	4	10	18
chr12:1412471-1412895	Cluster_16171	N	18	1	10	18
chr12:1413732-1414159	Cluster_16172	N	24	0	0	21
chr12:1416067-1416595	Cluster_16173	N	54	2	4	20
chr12:1420858-1421380	Cluster_16174	N	68	2	5	2
chr12:1423823-1424251	Cluster_16175	N	23	2	4	14
chr12:1427835-1428263	Cluster_16176	N	11	0	29	1
chr12:1430242-1430671	Cluster_16177	N	26	3	29	12
chr12:1434407-1434834	Cluster_16178	N	4	2	13	8
chr12:1436187-1436613	Cluster_16179	N	39	0	2	4
chr12:1441273-1441683	Cluster_16180	N	6	9	11	3
chr12:1449639-1450065	Cluster_16181	N	12	0	17	28
chr12:1452213-1452631	Cluster_16182	N	11	1	13	5
chr12:1452818-1453229	Cluster_16183	N	15	0	9	9
chr12:1453249-1453701	Cluster_16184	N	22	0	9	18
chr12:1453733-1454157	Cluster_16185	N	11	3	17	6
chr12:1459137-1459565	Cluster_16186	N	55	4	39	15
chr12:1462779-1463207	Cluster_16187	N	9	0	33	5
chr12:1464801-1465302	Cluster_16188	N	11	1	51	7
chr12:1469943-1470356	Cluster_16189	N	16	0	19	15
chr12:1470937-1471366	Cluster_16190	N	328	44	78	61
chr12:1474314-1474909	Cluster_16191	N	43	3	16	17
chr12:1478069-1478479	Cluster_16192	N	17	1	10	1
chr12:1484312-1484719	Cluster_16193	N	6	5	8	7
chr12:1491112-1491537	Cluster_16194	N	3	6	17	28
chr12:1495392-1495819	Cluster_16195	N	4	3	13	6
chr12:1496688-1497462	Cluster_16196	N	10	6	32	32
chr12:1499184-1499611	Cluster_16197	N	26	4	10	20
chr12:1501556-1501983	Cluster_16198	N	19	0	22	5
chr12:1509104-1509524	Cluster_16199	N	2	6	13	17
chr12:1515648-1516067	Cluster_16200	N	0	2	5	53
